server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,,1.1937792733783954,0.8380463217565315,0.057353597671724384,1.1937792733783954,,,0.8380463217565315,,
on,1,,6.905394852494044,0.14453205335046726,0.05927726404685353,6.905394852494044,,,0.14453205335046726,,
