server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,,1.0784212789918672,0.9290627948447618,1.7982035213929655,1.0784212789918672,,,0.9290627948447618,,
on,1,,1.1726248985364238,0.8524633348421565,0.7913158867459127,1.1726248985364238,,,0.8524633348421565,,
