phase_order,prompt_profile,request_count,max_new_tokens,trial_count,gpu_memory_utilization_mean,prompt_tokens_mean,estimated_prompt_tokens,on_server_gpu_kv_cache_size_tokens_mean,estimated_prompt_token_pressure_ratio,on_server_max_concurrency_for_request_mean,max_num_batched_tokens_mean,throughput_ratio_mean,p95_latency_ratio_mean,p95_first_content_ratio_mean,p95_stream_tpot_ratio_mean,on_prefix_cache_hit_rate_pct_mean,on_prefix_cache_queries_mean,on_prefix_cache_hits_mean
async_first,matched_unique_prefix_mega_long_no_repeat_variant,32,8,2,0.325,3586.96875,114783.0,14206.0,8.079895818668168,3.9,60640.0,0.9754267402601208,1.0255991745941577,1.0258555523042983,1.0376958050358913,0.4424876746310058,437527.0,1936.0
async_first,shared_prefix_mega_long_no_repeat_variant,32,8,2,0.325,3588.96875,114847.0,14194.5,8.090950720349431,3.91,60640.0,10.740620647504809,0.09461492737939965,0.08513714114283255,0.3132940375410598,96.20439606375295,114847.0,110488.0
