pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,async_run_order,server_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_async,estimated_peak_sequence_tokens_server,async_output_tokens_per_second,server_output_tokens_per_second,server_to_async_output_tokens_per_second_delta,server_to_async_output_tokens_per_second_ratio,async_p95_first_event_ms,server_p95_first_content_ms,server_to_async_p95_first_event_ms_delta,server_to_async_p95_first_event_ms_ratio,async_p95_latency_ms,server_p95_latency_ms,server_to_async_p95_latency_ms_delta,server_to_async_p95_latency_ms_ratio,async_p95_stream_tpot_ms,server_p95_stream_tpot_ms,server_to_async_p95_stream_tpot_ms_delta,server_to_async_p95_stream_tpot_ms_ratio,async_batch_wall_ms,server_batch_wall_ms,server_to_async_batch_wall_ms_delta,server_to_async_batch_wall_ms_ratio
short_out32_n1_rep00,short_out32_n1,short,1,32,0,10,10,44.0,76,76,51.819185205431225,54.97476264981286,3.1555774443816347,1.06089592941054,40.03238800001441,44.886182000027475,4.8537940000130675,1.1212466765662674,617.3580820000097,581.2171370000101,-36.14094499999965,0.9414586994910369,18.623409483870816,17.300998548386538,-1.3224109354842781,0.9289920067198447,617.5319019999961,582.0852779999939,-35.4466240000022,0.9425995258136438
short_out32_n1_rep01,short_out32_n1,short,1,32,1,7,7,44.0,76,76,52.05083578710231,51.556279795261446,-0.49455599184086196,0.9904985965285228,39.26958499999955,47.34830099999954,8.078715999999986,1.2057245066379,614.6071229999848,619.819992999993,5.212870000008252,1.0084816296540196,18.55927541935436,18.46682877419334,-0.09244664516102219,0.9950188440511737,614.7835959999952,620.6809359999852,5.897339999989981,1.009592546122506
short_out32_n1_rep02,short_out32_n1,short,1,32,2,9,9,44.0,76,76,51.395383208617986,53.40577764764421,2.0103944390262214,1.0391162457309808,39.8251210000069,45.23020299998848,5.405081999981576,1.1357204162664223,622.440805000025,598.3765860000005,-24.064219000024423,0.9613389437088343,18.79405432258123,17.84343170967781,-0.9506226129034197,0.9494189706708872,622.6240180000104,599.1861070000084,-23.437911000002032,0.9623562369545442
short_out32_n2_rep00,short_out32_n2,short,2,32,0,11,11,43.5,151,151,97.01035680295568,100.3107811380302,3.30042433507451,1.0340213606448043,60.86359200000402,66.82648299999983,5.962890999995807,1.09797139478714,659.4778989999952,636.7779549999852,-22.699944000009964,0.9655789162389957,19.900851064515873,18.946862387096072,-0.953988677419801,0.9520629206094202,659.7233749999987,638.0171630000007,-21.706211999998004,0.9670980098287437
short_out32_n2_rep01,short_out32_n2,short,2,32,1,2,2,43.5,151,151,95.73280848698568,95.03117630633935,-0.7016321806463282,0.9926709328626694,61.436214999986305,67.90439899998546,6.468183999999155,1.1052829182266615,668.2982980000247,672.7080229999842,4.409724999959508,1.0065984381722297,20.1715762903234,20.11434664516107,-0.0572296451623302,0.9971628570648797,668.5273420000044,673.4631989999968,4.935856999992438,1.0073831789515535
short_out32_n2_rep02,short_out32_n2,short,2,32,2,0,0,43.5,151,151,54.906422516542904,87.9314408008719,33.02501828432899,1.601478238258535,65.35610999998198,69.46770400000446,4.111594000022478,1.062910629167244,1165.3978739999786,726.815246000001,-438.5826279999776,0.6236627526231564,36.115748935483886,21.80102690322604,-14.314722032257844,0.6036432178707066,1165.6195589999925,727.8397739999889,-437.7797850000036,0.6244230961810702
short_out32_n4_rep00,short_out32_n4,short,4,32,0,1,1,43.25,301,301,193.90861946628036,196.9241678829662,3.0155484166858457,1.0155513892316181,65.46072200001163,88.00529300000903,22.544570999997404,1.344398447056441,659.804844000007,649.0107600000101,-10.794083999996928,0.9836404899143226,19.832590677418878,18.72514880645143,-1.107441870967449,0.9441605038403598,660.1047460000018,649.9963990000026,-10.108346999999185,0.9846867530323753
short_out32_n4_rep01,short_out32_n4,short,4,32,1,3,3,43.25,301,301,192.14102901746617,191.50018499591343,-0.6408440215527378,0.9966647205709798,66.1846579999974,79.32572499998969,13.14106699999229,1.198551558580129,665.8936510000046,667.4984489999929,1.60479799998825,1.0024099914416937,19.98447980645232,19.67800603225742,-0.30647377419489885,0.9846644107245689,666.1773419999975,668.406664999992,2.229322999994565,1.0033464407439943
short_out32_n4_rep02,short_out32_n4,short,4,32,2,4,4,43.25,301,301,192.75251913462554,188.68037447275955,-4.072144661865991,0.9788737149576663,63.081976000006534,76.62083600001779,13.538860000011255,1.2146232705204074,663.7919000000068,677.5416870000015,13.74978699999474,1.020714002385378,19.9621551935481,20.00712151612924,0.044966322581139195,1.0022525785490173,664.0639539999995,678.3959400000015,14.331986000001962,1.0215822375445514
short_out32_n8_rep00,short_out32_n8,short,8,32,0,6,6,45.25,618,618,386.55829712180196,317.22038885772184,-69.33790826408011,0.8206275514447638,64.86806500001308,219.17930699999033,154.31124199997726,3.378847619394014,661.8797540000116,805.8971549999967,144.01740099998506,1.2175884669830563,19.867184290322278,19.63325122580643,-0.23393306451584905,0.9882251525381076,662.2545729999842,807.0099180000057,144.7553450000214,1.2185796080565907
short_out32_n8_rep01,short_out32_n8,short,8,32,1,8,8,45.25,618,618,387.9263829193662,392.71954900480443,4.7931660854382585,1.0123558651756732,71.47287699999083,81.845622000003,10.372745000012173,1.145128410040266,659.5670359999986,650.8811049999963,-8.685931000002256,0.9868308594488305,19.633162258064694,18.97641235483837,-0.6567499032263235,0.9665489494461571,659.9190240000041,651.8646719999879,-8.054352000016252,0.9877949389135716
short_out32_n8_rep02,short_out32_n8,short,8,32,2,5,5,45.25,618,618,374.34884504314687,382.18116790978786,7.832322866640993,1.0209225244590732,66.77907499999947,91.66553199997907,24.8864569999796,1.3726684893431034,683.4858140000222,668.8427750000017,-14.643039000020508,0.9785759430553155,20.525837451613473,19.291605935484128,-1.234231516129345,0.9398693710286434,683.8541200000066,669.8393890000034,-14.014731000003167,0.9795062563928063
