scenario_id,prompt_profile,request_count,max_new_tokens,pairs,async_first_output_tokens_per_second_ratio,server_first_output_tokens_per_second_ratio,server_first_minus_async_first_output_tokens_per_second_ratio,async_first_p95_first_event_ms_ratio,server_first_p95_first_event_ms_ratio,server_first_minus_async_first_p95_first_event_ms_ratio,async_first_p95_latency_ms_ratio,server_first_p95_latency_ms_ratio,server_first_minus_async_first_p95_latency_ms_ratio,async_first_p95_stream_tpot_ms_ratio,server_first_p95_stream_tpot_ms_ratio,server_first_minus_async_first_p95_stream_tpot_ms_ratio,async_first_batch_wall_ms_ratio,server_first_batch_wall_ms_ratio,server_first_minus_async_first_batch_wall_ms_ratio
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,12.457838202722574,12.88005810241192,0.42221989968934714,0.05943467105076289,0.05718903099163038,-0.0022456400591325115,0.08038804252525326,0.07781541689466226,-0.002572625630591005,0.025622844568737802,0.026196791291430502,0.0005739467226926996,0.08027074872279663,0.07763940131704375,-0.002631347405752882
shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,1,11.229831596686942,11.281822442978557,0.051990846291614545,0.08019637935386965,0.08093364623429423,0.0007372668804245808,0.0890458369169575,0.08876588000957443,-0.00027995690738306933,0.015308891756933403,0.014125882603148314,-0.0011830091537850893,0.08904853037110752,0.08863816152525673,-0.0004103688458507865
