server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,0.0,1.0226454613030325,0.9772977945154754,1.035455490683044,1.0226454613030325,,,0.9772977945154754,,
on,1,0.4,1.0680219497694696,0.9354359762583462,1.1640279458584835,1.0680219497694696,,,0.9354359762583462,,
