request_count,max_new_tokens,shared_profile,control_profile,shared_cache_hit_rate_pct_mean,control_cache_hit_rate_pct_mean,shared_minus_control_cache_hit_rate_pct,shared_cache_hit_rate_pct_population_stdev,control_cache_hit_rate_pct_population_stdev,shared_cache_to_cold_throughput_ratio_mean,control_cache_to_cold_throughput_ratio_mean,shared_minus_control_cache_to_cold_throughput_ratio_mean,shared_cache_to_cold_p95_latency_ratio_mean,control_cache_to_cold_p95_latency_ratio_mean,shared_minus_control_cache_to_cold_p95_latency_ratio_mean
2,8,shared_prefix_long,matched_unique_prefix,73.7,50.3,23.400000000000006,0.0,0.0,3.627931530460044,1.0231121097951288,2.6048194206649153,0.27541350110658175,0.9754964548109829,-0.7000829537044011
4,8,shared_prefix_long,matched_unique_prefix,85.8,50.6,35.199999999999996,0.0,0.0,1.2922053381419116,1.6507422549044122,-0.35853691676250055,0.7776317747382788,0.6054461517004586,0.17218562303782026
8,8,shared_prefix_long,matched_unique_prefix,92.0,50.9,41.1,0.0,0.0,1.147046783857081,0.7138070113039512,0.43323977255312984,0.8717999818160127,1.3891154316486505,-0.5173154498326378
