scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,cache_to_cold_output_tokens_per_second_ratio_median,cache_to_cold_output_tokens_per_second_ratio_p95,cache_to_cold_p95_first_event_ms_ratio_median,cache_to_cold_p95_first_event_ms_ratio_p95,cache_to_cold_p95_latency_ms_ratio_median,cache_to_cold_p95_latency_ms_ratio_p95,cache_to_cold_p95_stream_tpot_ms_ratio_median,cache_to_cold_p95_stream_tpot_ms_ratio_p95,cache_to_cold_batch_wall_ms_ratio_median,cache_to_cold_batch_wall_ms_ratio_p95,cold_output_tokens_per_second_median,cache_output_tokens_per_second_median,cold_p95_first_event_ms_median,cache_p95_first_event_ms_median,cold_p95_latency_ms_median,cache_p95_latency_ms_median,cold_p95_stream_tpot_ms_median,cache_p95_stream_tpot_ms_median,cold_prefix_cache_hit_rate_pct_median,cache_prefix_cache_hit_rate_pct_median,cache_to_cold_prefix_cache_hit_rate_pct_delta_median,cold_prefix_cache_counter_queries_median,cache_prefix_cache_counter_queries_median,cold_prefix_cache_counter_hits_median,cache_prefix_cache_counter_hits_median,cold_prefix_cache_counter_hit_rate_pct_median,cache_prefix_cache_counter_hit_rate_pct_median,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta_median,cold_gpu_kv_cache_usage_pct_median,cache_gpu_kv_cache_usage_pct_median,cache_to_cold_gpu_kv_cache_usage_pct_delta_median,cold_engine_max_model_len_median,cache_engine_max_model_len_median,cold_engine_max_num_batched_tokens_median,cache_engine_max_num_batched_tokens_median,cold_engine_max_num_seqs_median,cache_engine_max_num_seqs_median,cold_engine_gpu_memory_utilization_median,cache_engine_gpu_memory_utilization_median,cold_engine_gpu_kv_cache_size_tokens_median,cache_engine_gpu_kv_cache_size_tokens_median,cold_engine_available_kv_cache_memory_gib_median,cache_engine_available_kv_cache_memory_gib_median,cold_engine_max_concurrency_for_request_median,cache_engine_max_concurrency_for_request_median,cold_engine_max_concurrency_request_tokens_median,cache_engine_max_concurrency_request_tokens_median,cold_engine_derived_gpu_kv_cache_size_tokens_median,cache_engine_derived_gpu_kv_cache_size_tokens_median
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,3,3582.46875,0.9865932152662114,1.009947185779517,1.0041530112673294,1.0075556308761233,1.013080939318622,1.017419732531758,0.9950912584246013,1.018247027414793,1.013588969117501,1.0172810891472943,31.798581923209642,31.674522748007544,7583.1735029999545,7614.6665080000275,8012.025658000028,8044.603652999967,1023.671488428574,1033.7608258571436,0.0,4.7,4.7,0.0,114671.0,0.0,512.0,0.0,0.446494754558694,0.446494754558694,0.0,0.0,0.0,3790.0,3790.0,60640.0,60640.0,32.0,32.0,0.5,0.5,,,,,,,3790.0,3790.0,,
shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,3,3584.46875,11.307443684764875,12.481865069120728,0.04005135315421201,0.04234789948477338,0.08154504341646035,0.08674630095003563,0.04910701347866197,0.0518844466458431,0.0884373186264331,0.09135693419577258,31.930889138779104,364.2750469727326,7562.848397000039,304.3664589999935,7981.4246180000055,650.8456170000159,1022.4116245714348,50.20758142857013,0.0,51.7,51.7,0.0,114991.0,0.0,110752.0,0.0,96.31362454452957,96.31362454452957,0.0,0.0,0.0,3790.0,3790.0,60640.0,60640.0,32.0,32.0,0.5,0.5,,,,,,,3790.0,3790.0,,
