scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,cold_first_output_tokens_per_second_ratio,cache_first_output_tokens_per_second_ratio,cache_first_minus_cold_first_output_tokens_per_second_ratio,cold_first_p95_first_event_ms_ratio,cache_first_p95_first_event_ms_ratio,cache_first_minus_cold_first_p95_first_event_ms_ratio,cold_first_p95_latency_ms_ratio,cache_first_p95_latency_ms_ratio,cache_first_minus_cold_first_p95_latency_ms_ratio,cold_first_p95_stream_tpot_ms_ratio,cache_first_p95_stream_tpot_ms_ratio,cache_first_minus_cold_first_p95_stream_tpot_ms_ratio,cold_first_batch_wall_ms_ratio,cache_first_batch_wall_ms_ratio,cache_first_minus_cold_first_batch_wall_ms_ratio
matched_unique_prefix_out32_n1,matched_unique_prefix,1,32,3,595.0,0.9822544203663319,0.8972405950648363,-0.0850138253014956,1.017991757812932,1.101456411245469,0.08346465343253695,1.018136668210119,1.114552863131484,0.0964161949213651,1.0474882168459032,1.0412958650275865,-0.006192351818316677,1.01806617436962,1.1145282608704725,0.09646208650085253
matched_unique_prefix_out32_n2,matched_unique_prefix,2,32,3,596.5,0.7653589428289185,0.9680349509280699,0.20267600809915143,1.359057626170967,1.0352194162679615,-0.3238382099030055,1.3065693645075032,1.0330452998855861,-0.27352406462191703,1.3036284084807976,1.0352530102516995,-0.26837539822909817,1.3065764885477154,1.0330205526580263,-0.2735559358896891
matched_unique_prefix_out32_n4,matched_unique_prefix,4,32,3,596.5,0.9229759161776453,0.9691821638257343,0.046206247648089005,1.0269870380864314,1.0277928837051122,0.0008058456186808005,1.0835014726046712,1.0318016500212044,-0.05169982258346684,1.0739105829089042,1.0038222099933372,-0.07008837291556702,1.0834518891254903,1.0317977747884008,-0.05165411433708944
matched_unique_prefix_out32_n8,matched_unique_prefix,8,32,3,595.625,0.7655302159616311,1.011087844469618,0.245557628507987,1.065636184039182,0.6830505054116842,-0.3825856786274977,1.3008662922304002,0.990605163580615,-0.31026112864978517,1.240059955599947,0.9826532225250028,-0.2574067330749442,1.3062841663850415,0.9890337476310633,-0.3172504187539782
shared_prefix_long_out32_n1,shared_prefix_long,1,32,3,580.0,0.9073744968609635,0.9603342227934215,0.05295972593245801,1.1670939455296943,1.0067637094692794,-0.16033023606041485,1.1021120481988889,1.0412978627852105,-0.060814185413678334,1.1004225046999447,1.0440625260112275,-0.05635997868871723,1.102080787436138,1.0413041379398087,-0.06077664949632933
shared_prefix_long_out32_n2,shared_prefix_long,2,32,3,580.5,0.8859813700958943,0.9547367634172954,0.06875539332140113,1.1450752590336297,1.0435871814478364,-0.10148807758579337,1.1286837041726046,1.0473743806459974,-0.08130932352660714,1.1182806003783348,1.03830854201687,-0.0799720583614647,1.1286919045394428,1.0474091271197032,-0.08128277741973955
shared_prefix_long_out32_n4,shared_prefix_long,4,32,3,580.5,0.8426474342734199,0.9781166116225147,0.1354691773490948,1.491151753825412,1.025557786533756,-0.46559396729165603,1.186545868923672,1.0223267694219391,-0.16421909950173297,1.1764848776576746,1.0201216598559055,-0.1563632178017691,1.1867359459324274,1.022372985099583,-0.1643629608328443
shared_prefix_long_out32_n8,shared_prefix_long,8,32,3,579.5,0.982389385189642,0.9823073349825157,-8.205020712637179e-05,0.8968767811205256,0.9351399135294234,0.03826313240889778,1.0180995945283995,1.0180082735027458,-9.132102565367894e-05,0.9996015876796446,1.0142162686013279,0.014614680921683276,1.0179263081175887,1.0180113335077554,8.50253901667486e-05
