phase_order,prompt_profile,request_count,max_new_tokens,trial_count,gpu_memory_utilization_mean,prompt_tokens_mean,estimated_prompt_tokens,on_server_gpu_kv_cache_size_tokens_mean,estimated_prompt_token_pressure_ratio,on_server_max_concurrency_for_request_mean,max_num_batched_tokens_mean,throughput_ratio_mean,p95_latency_ratio_mean,p95_first_content_ratio_mean,p95_stream_tpot_ratio_mean,on_prefix_cache_hit_rate_pct_mean,on_prefix_cache_queries_mean,on_prefix_cache_hits_mean
async_first,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,0.325,3591.46875,114927.0,14224.0,8.079794713160855,3.9,60640.0,0.9680299085580332,1.0338382866790714,1.0329728201888628,1.0489080876763275,0.4419324500771556,438076.0,1936.0
async_first,shared_prefix_mega_long_no_repeat_variant,32,8,1,0.325,3593.46875,114991.0,14181.0,8.10880755941048,3.9,60640.0,12.456044800763996,0.0796703337934589,0.07139389913381831,0.23748619322560652,96.29971041211921,114991.0,110736.0
