metric,trial_count,async_first_mean,async_first_min,async_first_max,async_first_cv,server_first_mean,server_first_min,server_first_max,server_first_cv,server_first_minus_async_first_mean,server_first_minus_async_first_min,server_first_minus_async_first_max,server_first_minus_async_first_cv
throughput_ratio,2,1.0729430052245374,1.046973089106319,1.098912921342756,0.02420437618005976,0.9305404097777064,0.8797630501981342,0.9813177693572785,0.05456760291764462,-0.1424025954468311,-0.2191498711446218,-0.06565531974904038,0.5389457646960225
first_event_ratio,2,1.3320873083021973,1.2989184218888952,1.3652561947154995,0.024899934266003444,1.3827127987877514,1.3568504229130725,1.4085751746624304,0.018704083666075115,0.05062549048555409,-0.008405771802427076,0.10965675277353526,1.166038328158532
latency_ratio,2,0.9587918754626072,0.9428438231654753,0.9747399277597392,0.016633487105256445,1.0968499319342464,1.0395234516235545,1.1541764122449385,0.052264652293499504,0.13805805647163927,0.06478352386381536,0.21133258907946317,0.5307515872706524
tpot_ratio,2,0.9233542715289201,0.9090402277983597,0.9376683152594806,0.015502222897457098,1.0698497943919634,1.0066883622686422,1.1330112265152843,0.059037663468653655,0.14649552286304313,0.06902004700916164,0.2239709987169246,0.5288590008741247
