phase_order,metric,direction,trial_count,shared_minus_control_mean,shared_minus_control_min,shared_minus_control_max,shared_minus_control_cv,shared_minus_control_bootstrap_mean_p05,shared_minus_control_bootstrap_mean_p50,shared_minus_control_bootstrap_mean_p95
cold_first,throughput_ratio,higher_is_better,2,0.048196377051162656,0.04556829777134824,0.05082445633097707,0.05452856502107175,0.04556829777134824,0.048196377051162656,0.05082445633097707
cold_first,first_event_ratio,lower_is_better,2,0.03678831000301884,0.0159453366561004,0.05763128334993728,0.5665651220512187,0.0159453366561004,0.03678831000301884,0.05763128334993728
cold_first,latency_ratio,lower_is_better,2,-0.05701988241880114,-0.06840814543228213,-0.04563161940532015,0.19972442120866146,-0.06840814543228213,-0.05701988241880114,-0.04563161940532015
cold_first,tpot_ratio,lower_is_better,2,-0.06673966754908854,-0.06757439835498832,-0.06590493674318876,0.012507266466166013,-0.06757439835498832,-0.06673966754908854,-0.06590493674318876
cache_first,throughput_ratio,higher_is_better,2,-0.013354475130955154,-0.03419629489378248,0.007487344631872173,1.5606618424498615,-0.03419629489378248,-0.013354475130955154,0.007487344631872173
cache_first,first_event_ratio,lower_is_better,2,0.01560714382427747,-0.009668055938962083,0.04088234358751702,1.6194635000366355,-0.009668055938962083,0.01560714382427747,0.04088234358751702
cache_first,latency_ratio,lower_is_better,2,0.009598448249289529,-0.010249422565749178,0.029446319064328236,2.0678207872306684,-0.010249422565749178,0.009598448249289529,0.029446319064328236
cache_first,tpot_ratio,lower_is_better,2,0.018841583886376315,0.01342117217192626,0.02426199560082637,0.28768344249282374,0.01342117217192626,0.018841583886376315,0.02426199560082637
