pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_prefix_cache_counter_requests,cache_prefix_cache_counter_requests,cold_prefix_cache_counter_queries,cache_prefix_cache_counter_queries,cold_prefix_cache_counter_hits,cache_prefix_cache_counter_hits,cold_prefix_cache_counter_hit_rate_pct,cache_prefix_cache_counter_hit_rate_pct,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta,isolation_call_index,isolation_phase_order,isolation_warmup_runs,isolation_warmup_prompt_profile
shared_prefix_long_variant_out8_n2_isolated_rep00,shared_prefix_long_variant_out8_n2,shared_prefix_long_variant,2,8,0,0,0,324.5,665,665,22.18608251125596,63.69716989573184,41.51108738447588,2.8710417832177226,72.27443499999708,99.68218999998157,27.40775499998449,1.3792178382298748,720.205787999987,250.92270000001804,-469.283087999969,0.3484041702814287,95.32108314285536,24.29841428571373,-71.02266885714162,0.25491122723918586,721.1728339999866,251.18855399998097,-469.9842800000056,0.3483056240579157,0.0,20.1,20.1,0,2,0,649,0,304,0.0,46.84129429892142,46.84129429892142,0.0,0.0,0.0,0,cold_first,1,neutral_long
shared_prefix_long_variant_out8_n4_isolated_rep00,shared_prefix_long_variant_out8_n4,shared_prefix_long_variant,4,8,0,0,0,324.25,1329,1329,150.79086273342503,144.70679414405433,-6.084068589370702,0.9596522728295123,70.51954599998567,99.86113400000818,29.34158800002251,1.4160773808729352,211.30933999998547,220.80737400000316,9.498034000017697,1.0449484816904844,22.844945857140633,19.900098000001826,-2.9448478571388073,0.8710941196554275,212.21445000000472,221.13681800001928,8.922368000014558,1.0420441115108532,0.0,29.1,29.1,0,4,0,1297,0,880,0.0,67.84888203546646,67.84888203546646,0.0,0.0,0.0,1,cold_first,1,neutral_long
shared_prefix_long_variant_out8_n8_isolated_rep00,shared_prefix_long_variant_out8_n8,shared_prefix_long_variant,8,8,0,0,0,323.875,2655,2655,274.4963549458042,285.4935775119681,10.997222566163884,1.0400632735845805,78.94809800001212,70.20118400004094,-8.746913999971184,0.8892067798774602,232.68009099996334,223.73249800000394,-8.947592999959397,0.9615455152973925,25.835291857138795,24.692642999996547,-1.1426488571422482,0.955771784446611,233.1542799999511,224.1731689999824,-8.981110999968678,0.9614799651116396,0.0,33.6,33.6,0,8,0,2591,0,2032,0.0,78.42531840988035,78.42531840988035,0.0,0.0,0.0,2,cold_first,1,neutral_long
matched_unique_prefix_variant_out8_n2_isolated_rep00,matched_unique_prefix_variant_out8_n2,matched_unique_prefix_variant,2,8,0,0,0,333.5,683,683,76.53997374756742,74.20589982446901,-2.3340739230984013,0.9695051643106608,61.03406699998004,65.4547849999858,4.420718000005763,1.0724303363236012,208.79896699995015,215.35559599999488,6.5566290000447225,1.0314016352391546,23.438295285708527,24.00440085714146,0.5661055714329315,1.0241530181496652,209.04109599996445,215.61627900001668,6.5751830000522205,1.0314540208880905,0.0,3.0,3.0,0,2,0,667,0,32,0.0,4.7976011994003,4.7976011994003,0.0,0.0,0.0,3,cold_first,1,neutral_long
matched_unique_prefix_variant_out8_n4_isolated_rep00,matched_unique_prefix_variant_out8_n4,matched_unique_prefix_variant,4,8,0,0,0,333.25,1365,1365,163.73983167331085,163.0156933323102,-0.7241383410006392,0.9955775065016226,68.86537500002987,68.41194899999437,-0.45342600003550615,0.9934157622747961,195.124222000004,196.0167560000059,0.8925340000018878,1.0045741835168054,20.73162271428178,20.945410571430653,0.21378785714887272,1.010312162250647,195.43198299999176,196.300119,0.868136000008235,1.0044421388284652,0.0,3.5,3.5,0,4,0,1333,0,64,0.0,4.801200300075019,4.801200300075019,0.0,0.0,0.0,4,cold_first,1,neutral_long
matched_unique_prefix_variant_out8_n8_isolated_rep00,matched_unique_prefix_variant_out8_n8,matched_unique_prefix_variant,8,8,0,0,0,332.75,2726,2726,280.89724778233756,296.71858453736877,15.821336755031211,1.056324285410197,82.18295400001807,78.70496600003207,-3.4779879999859986,0.9576799344547139,227.36924100001943,215.26768699999366,-12.101554000025772,0.9467757646249753,25.254263285717116,23.401903571425464,-1.8523597142916515,0.9266516035991722,227.84132100002807,215.6925900000033,-12.148731000024782,0.9466789827819543,0.0,3.7,3.7,0,8,0,2662,0,128,0.0,4.808414725770098,4.808414725770098,0.0,0.0,0.0,5,cold_first,1,neutral_long
shared_prefix_long_variant_out8_n2_isolated_rep01,shared_prefix_long_variant_out8_n2,shared_prefix_long_variant,2,8,1,0,0,324.0,664,664,73.16495412965858,49.25967920600875,-23.905274923649834,0.6732687772716112,67.79813399998602,143.42649400003893,75.62836000005291,2.115493237617255,217.92316500000197,324.546458000043,106.62329300004103,1.4892701195856808,24.18747999999888,28.067883000005622,3.8804030000067407,1.1604302308469887,218.68393399995512,324.8092609999844,106.1253270000293,1.4852909176220102,0.0,20.1,20.1,0,2,0,648,0,304,0.0,46.913580246913575,46.913580246913575,0.0,0.0,0.0,6,cold_first,1,neutral_long
shared_prefix_long_variant_out8_n4_isolated_rep01,shared_prefix_long_variant_out8_n4,shared_prefix_long_variant,4,8,1,0,0,323.5,1326,1326,162.78514062034455,142.77669137851353,-20.008449241831016,0.8770867588676555,69.65880100000277,93.11495199995079,23.456150999948022,1.3367291808532147,196.27292500001658,223.80311799997799,27.5301929999614,1.1402648531373294,20.993162714286687,21.498297285721232,0.5051345714345459,1.0240618613931278,196.5781389999961,224.12621900002705,27.54808000003095,1.140138064894548,0.0,29.1,29.1,0,4,0,1294,0,880,0.0,68.00618238021639,68.00618238021639,0.0,0.0,0.0,7,cold_first,1,neutral_long
shared_prefix_long_variant_out8_n8_isolated_rep01,shared_prefix_long_variant_out8_n8,shared_prefix_long_variant,8,8,1,0,0,323.0,2648,2648,295.1000875982291,283.9337813361804,-11.166306262048693,0.96216095239778,76.11170699999548,76.14835699996547,0.036649999969995406,1.0004815290763351,216.44153900001584,224.9325760000147,8.491036999998869,1.039230163670192,23.526339428566903,24.174100857132025,0.6477614285651221,1.027533455875357,216.87557099994592,225.40466899999956,8.529098000053636,1.0393271494835892,0.0,33.7,33.7,0,8,0,2584,0,2032,0.0,78.63777089783281,78.63777089783281,0.0,0.0,0.0,8,cold_first,1,neutral_long
matched_unique_prefix_variant_out8_n2_isolated_rep01,matched_unique_prefix_variant_out8_n2,matched_unique_prefix_variant,2,8,1,0,0,333.0,682,682,75.69704428635379,70.07672599991905,-5.620318286434738,0.9257524737006417,64.81959699999607,70.81767199997557,5.998074999979508,1.092534901134604,211.10143700002482,228.0664260000549,16.964989000030073,1.0803641568769997,23.42388028572324,25.11963114285923,1.695750857135991,1.072394105351091,211.36888700004874,228.3211690000826,16.952282000033847,1.0802023525819575,0.0,3.0,3.0,0,2,0,666,0,32,0.0,4.804804804804805,4.804804804804805,0.0,0.0,0.0,9,cold_first,1,neutral_long
