request_count,max_new_tokens,shared_profile,control_profile,shared_cache_hit_rate_pct_mean,control_cache_hit_rate_pct_mean,shared_minus_control_cache_hit_rate_pct,shared_cache_hit_rate_pct_population_stdev,control_cache_hit_rate_pct_population_stdev,shared_cache_to_cold_throughput_ratio_mean,control_cache_to_cold_throughput_ratio_mean,shared_minus_control_cache_to_cold_throughput_ratio_mean,shared_cache_to_cold_p95_latency_ratio_mean,control_cache_to_cold_p95_latency_ratio_mean,shared_minus_control_cache_to_cold_p95_latency_ratio_mean
2,8,shared_prefix_long,matched_unique_prefix,28.1,2.2,25.900000000000002,0.0,0.0,3.1474786839486293,2.9995072289233367,0.14797145502529263,0.3174477549750701,0.3331824651866176,-0.015734710211547487
4,8,shared_prefix_long,matched_unique_prefix,41.4,2.6,38.8,0.0,0.0,0.9916350147910984,1.732107553227296,-0.7404725384361976,1.012096425769118,0.5768846481933917,0.4352117775757264
8,8,shared_prefix_long,matched_unique_prefix,48.1,2.8,45.300000000000004,0.0,0.0,1.0430345664389817,1.0077167218778282,0.0353178445611535,0.9585051053765359,0.9923732165380985,-0.03386811116156263
