repeat_index,request_count,max_new_tokens,shared_profile,control_profile,shared_variant_index,control_variant_index,shared_common_prefix_tokens,control_common_prefix_tokens,shared_minus_control_common_prefix_tokens,shared_common_prefix_full_blocks,control_common_prefix_full_blocks,shared_minus_control_common_prefix_full_blocks,shared_estimated_reusable_block_tokens,control_estimated_reusable_block_tokens,shared_minus_control_estimated_reusable_block_tokens,shared_reusable_block_token_fraction,control_reusable_block_token_fraction,shared_minus_control_reusable_block_token_fraction,shared_unique_prompt_count,control_unique_prompt_count,shared_exact_duplicate_prompt_repeated_count,control_exact_duplicate_prompt_repeated_count,shared_estimated_exact_duplicate_reusable_block_tokens,control_estimated_exact_duplicate_reusable_block_tokens,shared_minus_control_estimated_exact_duplicate_reusable_block_tokens,shared_exact_duplicate_reusable_block_token_fraction,control_exact_duplicate_reusable_block_token_fraction,shared_minus_control_exact_duplicate_reusable_block_token_fraction
0,16,8,shared_prefix_long_variant,matched_unique_prefix_variant,577,577,303,24,279,18,1,17,4320,240,4080,0.8336549594751061,0.045078888054094664,0.7885760714210115,8,8,8,8,2560,2560,0,0.49401775376302587,0.48084147257700977,0.013176281186016103
1,16,8,shared_prefix_long_variant,matched_unique_prefix_variant,578,578,302,24,278,18,1,17,4320,240,4080,0.8359133126934984,0.04519774011299435,0.7907155725805041,8,8,8,8,2560,2560,0,0.4953560371517028,0.4821092278719397,0.013246809279763072
2,16,8,shared_prefix_long_variant,matched_unique_prefix_variant,579,579,319,24,295,19,1,18,4560,240,4320,0.838543582199338,0.043010752688172046,0.795532829511166,8,8,8,8,2688,2688,0,0.4942993747701361,0.4817204301075269,0.01257894466260917
