scenario_id,prompt_profile,request_count,max_new_tokens,prompt_tokens_min,prompt_tokens_max,prompt_tokens_mean,total_prompt_tokens,repeats,estimated_peak_sequence_tokens_median,estimated_peak_sequence_tokens_p95,batch_wall_ms_median,batch_wall_ms_p95,batch_wall_ms_min,batch_wall_ms_max,batch_wall_ms_cv,total_output_tokens_median,aggregate_output_tokens_per_second_median,aggregate_output_tokens_per_second_p95,aggregate_output_tokens_per_second_min,aggregate_output_tokens_per_second_max,aggregate_output_tokens_per_second_cv,p95_first_chunk_ms_median,p95_first_chunk_ms_p95,p95_first_chunk_ms_min,p95_first_chunk_ms_max,p95_first_chunk_ms_cv,p95_latency_ms_median,p95_latency_ms_p95,p95_latency_ms_min,p95_latency_ms_max,p95_latency_ms_cv,p95_stream_tpot_ms_median,p95_stream_tpot_ms_p95,p95_stream_tpot_ms_min,p95_stream_tpot_ms_max,p95_stream_tpot_ms_cv
shared_prefix_out32_n1,shared_prefix,1,32,226,226,226.0,226,3,258.0,258.0,674.1753910000057,724.6803110000144,641.7943369999932,724.6803110000144,0.05014084215286567,32.0,47.46539317095858,49.86020934616059,44.15740225623346,49.86020934616059,0.04957675390472414,43.940544000008686,44.32251099999007,41.890992999981336,44.32251099999007,0.02460885477440154,673.9802840000095,724.4778519999784,641.6126350000013,724.4778519999784,0.0501429790881554,20.323862580645187,21.940494870967363,19.345859419355484,21.940494870967363,0.05209675029148585
shared_prefix_out32_n2,shared_prefix,2,32,226,227,226.5,453,3,517.0,517.0,695.8140190000108,1354.8545570000101,692.0707310000012,1354.8545570000101,0.34078419795940157,64.0,91.97860096578336,92.47609692657251,47.23754270843075,92.47609692657251,0.2746234031003524,67.73499199999833,68.6721160000161,66.75463199999854,68.6721160000161,0.011560383794838836,695.5878759999905,1354.6205549999968,691.8601790000025,1354.6205549999968,0.34085944441068994,20.90613012903246,42.143147677418916,20.79252399999995,42.143147677418916,0.35918039321908124
shared_prefix_out32_n4,shared_prefix,4,32,225,228,226.5,906,3,1034.0,1034.0,694.341264000002,702.6566349999825,689.9824799999976,702.6566349999825,0.0075576737755294445,128.0,184.34739030575554,185.51195676736668,182.1657885575978,185.51195676736668,0.007537378493102452,68.05813600001898,70.23582200000078,67.7773660000014,70.23582200000078,0.01599559435340176,694.0344019999998,702.3755090000066,689.5451050000077,702.3755090000066,0.0076455454426272275,20.829313161290347,21.039462516128996,20.70468545161288,21.039462516128996,0.006623447716571408
shared_prefix_out32_n8,shared_prefix,8,32,224,228,225.5,1804,3,2043.0,2043.0,697.1125449999818,742.1569149999812,674.2421670000169,742.1569149999812,0.040048583896993895,239.0,342.8427758390236,354.472045353393,322.03432342876715,354.472045353393,0.0394905485971917,71.92501099999049,80.56976000000304,68.62415399999122,80.56976000000304,0.06833617580167795,696.7400929999883,741.7877070000145,673.9006929999789,741.7877070000145,0.04005544173406673,20.946248214284783,22.052500785715015,20.252330428572154,22.052500785715015,0.035160580730387525
