scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,cache_to_cold_output_tokens_per_second_ratio_median,cache_to_cold_output_tokens_per_second_ratio_p95,cache_to_cold_p95_first_event_ms_ratio_median,cache_to_cold_p95_first_event_ms_ratio_p95,cache_to_cold_p95_latency_ms_ratio_median,cache_to_cold_p95_latency_ms_ratio_p95,cache_to_cold_p95_stream_tpot_ms_ratio_median,cache_to_cold_p95_stream_tpot_ms_ratio_p95,cache_to_cold_batch_wall_ms_ratio_median,cache_to_cold_batch_wall_ms_ratio_p95,cold_output_tokens_per_second_median,cache_output_tokens_per_second_median,cold_p95_first_event_ms_median,cache_p95_first_event_ms_median,cold_p95_latency_ms_median,cache_p95_latency_ms_median,cold_p95_stream_tpot_ms_median,cache_p95_stream_tpot_ms_median,cold_prefix_cache_hit_rate_pct_median,cache_prefix_cache_hit_rate_pct_median,cache_to_cold_prefix_cache_hit_rate_pct_delta_median,cold_prefix_cache_counter_queries_median,cache_prefix_cache_counter_queries_median,cold_prefix_cache_counter_hits_median,cache_prefix_cache_counter_hits_median,cold_prefix_cache_counter_hit_rate_pct_median,cache_prefix_cache_counter_hit_rate_pct_median,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta_median,cold_gpu_kv_cache_usage_pct_median,cache_gpu_kv_cache_usage_pct_median,cache_to_cold_gpu_kv_cache_usage_pct_delta_median
matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16,matched_unique_prefix_ultra_long_no_repeat_variant,16,8,3,1951.5625,1.011796375890929,1.0173502681600222,0.9971440396452895,0.9994683413884432,0.9871271520646797,0.9967516194206287,0.9851550802952042,1.0020218138072543,0.9883411562128378,1.000255030511131,91.75635152895407,93.34834883336669,1176.6563399999939,1160.514575000036,1364.6871189999956,1344.5976720000203,175.50619471428166,175.32755642857214,0.0,5.9,5.9,0.0,31097.0,0.0,256.0,0.0,0.823230536707721,0.823230536707721,0.0,0.0,0.0
shared_prefix_ultra_long_no_repeat_variant_out8_n16,shared_prefix_ultra_long_no_repeat_variant,16,8,3,1948.3125,3.842983698436613,4.7109172244284485,0.11732989381598936,0.12151354265573584,0.24997355161776186,0.5787200038139808,0.1635801318075644,0.5258034022967708,0.26021447876732234,0.5907391764612382,93.24760351673774,354.5203629890984,1159.4588180000187,136.03917999995474,1346.834964999971,339.39175099999375,176.622438999995,28.92692800000012,0.0,49.8,49.8,0.0,31173.0,0.0,28816.0,0.0,92.2495758235426,92.2495758235426,0.0,0.0,0.0
