pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_prefix_cache_counter_requests,cache_prefix_cache_counter_requests,cold_prefix_cache_counter_queries,cache_prefix_cache_counter_queries,cold_prefix_cache_counter_hits,cache_prefix_cache_counter_hits,cold_prefix_cache_counter_hit_rate_pct,cache_prefix_cache_counter_hit_rate_pct,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta,isolation_call_index,isolation_phase_order,isolation_warmup_runs,isolation_warmup_prompt_profile
shared_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep00,shared_prefix_ultra_long_no_repeat_variant_out8_n16,shared_prefix_ultra_long_no_repeat_variant,16,8,0,0,0,1948.3125,31301,31301,94.9193388658028,160.67893014038322,65.75959127458042,1.6927944511660737,1149.4675440000037,133.11772000000133,-1016.3498240000024,0.1158081589122284,1327.7037530000086,768.3687210000016,-559.335032000007,0.5787200038139808,172.6232795714314,90.76590771428528,-81.85737185714612,0.5258034022967708,1348.5133960000155,796.6196929999967,-551.8937030000188,0.5907391764612382,0.0,49.9,49.9,0,16,0,31173,0,28816,0.0,92.4389696211465,92.4389696211465,0.0,0.0,0.0,0,cold_first,1,neutral_ultra_long
matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep00,matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16,matched_unique_prefix_ultra_long_no_repeat_variant,16,8,0,0,0,1951.5625,31353,31353,91.75635152895407,93.34834883336669,1.5919973044126152,1.0173502681600222,1176.6563399999939,1160.514575000036,-16.141764999957786,0.9862816657241162,1364.6871189999956,1344.5976720000203,-20.08944699997528,0.9852790821278534,174.9737919999989,175.32755642857214,0.35376442857324264,1.0020218138072543,1394.9987969999995,1371.2079709999898,-23.7908260000097,0.9829456297373353,0.0,5.9,5.9,0,16,0,31225,0,256,0.0,0.8198558847077662,0.8198558847077662,0.0,0.0,0.0,1,cold_first,1,neutral_ultra_long
shared_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep01,shared_prefix_ultra_long_no_repeat_variant_out8_n16,shared_prefix_ultra_long_no_repeat_variant,16,8,1,0,0,1939.3125,31157,31157,93.24760351673774,439.28174154367457,346.03413802693683,4.7109172244284485,1159.4588180000187,136.03917999995474,-1023.419638000064,0.11732989381598936,1346.834964999971,283.30414200001997,-1063.530822999951,0.21034807482892018,176.622438999995,23.145950428564838,-153.47648857143017,0.13104762090034036,1372.689433000005,291.38474900003075,-1081.3046839999743,0.21227288707483602,0.0,49.6,49.6,0,16,0,31029,0,28576,0.0,92.09449224918625,92.09449224918625,0.0,0.0,0.0,2,cold_first,1,neutral_ultra_long
matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep01,matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16,matched_unique_prefix_ultra_long_no_repeat_variant,16,8,1,0,0,1942.5625,31209,31209,90.58516851159216,90.5620724199738,-0.02309609161835624,0.9997450345128475,1191.5522219999843,1190.9187230000384,-0.633498999945914,0.9994683413884432,1386.79255400001,1382.2877239999798,-4.504830000030324,0.9967516194206287,181.81690028571242,179.11784299999616,-2.6990572857162647,0.9851550802952042,1413.034849999974,1413.3952170000157,0.36036700004160593,1.000255030511131,0.0,5.9,5.9,0,16,0,31081,0,256,0.0,0.8236543225764937,0.8236543225764937,0.0,0.0,0.0,3,cold_first,1,neutral_ultra_long
shared_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep02,shared_prefix_ultra_long_no_repeat_variant_out8_n16,shared_prefix_ultra_long_no_repeat_variant,16,8,2,0,0,1952.3125,31365,31365,92.25133146761016,354.5203629890984,262.2690315214882,3.842983698436613,1173.8366759999508,142.6370529999872,-1031.1996229999636,0.12151354265573584,1357.7106409999828,339.39175099999375,-1018.3188899999891,0.24997355161776186,176.8364389999988,28.92692800000012,-147.90951099999867,0.1635801318075644,1387.5138490000154,361.05119299998023,-1026.4626560000352,0.26021447876732234,0.0,49.8,49.8,0,16,0,31237,0,28816,0.0,92.2495758235426,92.2495758235426,0.0,0.0,0.0,4,cold_first,1,neutral_ultra_long
matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16_isolated_rep02,matched_unique_prefix_ultra_long_no_repeat_variant_out8_n16,matched_unique_prefix_ultra_long_no_repeat_variant,16,8,2,0,0,1943.5625,31225,31225,92.6182029594641,93.7107620959163,1.092559136452195,1.011796375890929,1147.0082189999857,1143.7324089999947,-3.2758099999909973,0.9971440396452895,1353.053892000048,1335.6362350000381,-17.417657000009967,0.9871271520646797,175.50619471428166,171.5614984285594,-3.944696285722273,0.9775238914378828,1382.0177450000983,1365.905016000056,-16.112729000042236,0.9883411562128378,0.0,5.9,5.9,0,16,0,31097,0,256,0.0,0.823230536707721,0.823230536707721,0.0,0.0,0.0,5,cold_first,1,neutral_ultra_long
