scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,server_to_async_output_tokens_per_second_ratio_median,server_to_async_output_tokens_per_second_ratio_p95,server_to_async_p95_first_event_ms_ratio_median,server_to_async_p95_first_event_ms_ratio_p95,server_to_async_p95_latency_ms_ratio_median,server_to_async_p95_latency_ms_ratio_p95,server_to_async_p95_stream_tpot_ms_ratio_median,server_to_async_p95_stream_tpot_ms_ratio_p95,server_to_async_batch_wall_ms_ratio_median,server_to_async_batch_wall_ms_ratio_p95,async_output_tokens_per_second_median,server_output_tokens_per_second_median,async_p95_first_event_ms_median,server_p95_first_content_ms_median,async_p95_latency_ms_median,server_p95_latency_ms_median,async_p95_stream_tpot_ms_median,server_p95_stream_tpot_ms_median
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,3591.46875,9.48949633555715,9.48949633555715,0.09478810866343763,0.09478810866343763,0.10534525528476146,0.10534525528476146,0.017153741378025396,0.017153741378025396,0.10537967081066245,0.10537967081066245,29.95900151718965,284.2958351143223,8071.18640500002,765.0524940000025,8500.056102000002,895.4405799999847,1090.9850602857155,18.714475571430608
shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,1,3593.46875,11.99781131250831,11.99781131250831,0.07232619667328187,0.07232619667328187,0.0832574450285223,0.0832574450285223,0.015309212656809604,0.015309212656809604,0.08334853532472633,0.08334853532472633,30.601678388952894,367.1531631567201,7966.231579999999,576.1672319999889,8302.851603999983,691.2742110000067,1083.892113142858,16.59353485714275
