pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_prefix_cache_counter_requests,cache_prefix_cache_counter_requests,cold_prefix_cache_counter_queries,cache_prefix_cache_counter_queries,cold_prefix_cache_counter_hits,cache_prefix_cache_counter_hits,cold_prefix_cache_counter_hit_rate_pct,cache_prefix_cache_counter_hit_rate_pct,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta,modal_gpu,isolation_call_index,isolation_phase_order,isolation_warmup_runs,isolation_warmup_prompt_profile,source_chunk_index,source_dir,source_json,source_runs_csv,source_repeat_index,source_isolation_call_index
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep00,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,0,0,0,3592.3125,57605,57605,34.1891505587699,284.02192270252283,249.83277214375292,8.30736997148553,3600.6948140000077,295.0022400000023,-3305.692574000005,0.08192925400203098,3732.002075999986,439.1578260000131,-3292.844249999973,0.11767352135846312,499.84046228571594,27.113037000000467,-472.72742528571547,0.05424338173027351,3743.8777479999885,450.66943699998774,-3293.208311000001,0.1203750408892863,0.0,48.7,48.7,0,16,0,57477,0,53536,0.0,93.14334429423944,93.14334429423944,0.0,0.0,0.0,L4,0,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep00,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,0,0,0,3588.0625,57537,57537,34.07662086724351,33.209789439966585,-0.866831427276928,0.9745622833128335,3610.74075800002,3598.3743869999785,-12.366371000041454,0.9965751152384335,3740.4704320000237,3836.8696010000176,96.39916899999389,1.0257719371807597,501.1202597142861,502.1844889999971,1.0642292857110078,1.0021237003794614,3756.2409870000124,3854.285202000028,98.04421500001581,1.0261016839279848,0.0,3.3,3.3,0,16,0,57409,0,256,0.0,0.44592311310073335,0.44592311310073335,0.0,0.0,0.0,L4,1,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,0,1
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep01,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,1,0,0,3583.3125,57461,57461,33.807036123675836,282.2116921494324,248.40465602575657,8.347720608130835,3613.1187149999846,304.5719559999611,-3308.5467590000235,0.08429613860610789,3773.078704999989,439.1285500000208,-3333.950154999968,0.11638467796022879,500.18145514285703,26.94753785714608,-473.23391728571096,0.05387552373258138,3786.1940789999835,453.5602300000505,-3332.633848999933,0.11979318031151898,0.0,48.6,48.6,0,16,0,57333,0,53296,0.0,92.95867999232553,92.95867999232553,0.0,0.0,0.0,L4,2,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,1,2
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep01,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,1,0,0,3579.0625,57393,57393,34.05585880646771,33.91747029685161,-0.1383885096160995,0.995936425787923,3616.231565000021,3612.390822000009,-3.8407430000120257,0.9989379156364916,3743.570083999998,3760.078711999995,16.50862799999686,1.0044098621448425,499.6022784285645,500.12604999999763,0.5237715714331443,1.0010483770672156,3758.5309689999917,3773.8663549999956,15.335386000003837,1.0040801542215532,0.0,3.3,3.3,0,16,0,57265,0,256,0.0,0.4470444425041474,0.4470444425041474,0.0,0.0,0.0,L4,3,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-smoke-r2/prefix-cache-isolated-metrics-runs.csv,1,3
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep02,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,2,0,0,3583.3125,57461,57461,34.74480133834794,297.16507490192646,262.4202735635785,8.552792459744028,3542.7843439999833,297.06240400000183,-3245.7219399999813,0.08384998214839216,3671.2818000000025,417.253890999973,-3254.0279090000295,0.11365346321275929,492.00010528571164,24.702548571428093,-467.29755671428353,0.05020842131137952,3684.0043709999863,430.7370240000239,-3253.2673469999627,0.11692087756212531,0.0,48.6,48.6,0,16,0,57333,0,53296,0.0,92.95867999232553,92.95867999232553,0.0,0.0,0.0,L4,4,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep02,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,2,0,0,3579.0625,57393,57393,34.554551855337,33.260841295083985,-1.2937105602530181,0.9625603432604436,3560.435888000001,3414.996027000001,-145.43986099999984,0.9591511080173676,3692.7913060000037,3803.0834129999957,110.29210699999203,1.0298668670554956,491.80390242857396,493.81247142857126,2.008568999997294,1.004084085120266,3704.287658999988,3848.3692840000003,144.08162500001254,1.0388959061130012,0.0,3.3,3.3,0,16,0,57265,0,256,0.0,0.4470444425041474,0.4470444425041474,0.0,0.0,0.0,L4,5,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,0,1
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep03,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,3,0,0,3608.3125,57861,57861,33.48966935430705,255.82819601668285,222.3385266623758,7.639018268891366,3630.653054999982,305.3202940000119,-3325.33276099997,0.08409514469567334,3808.3961019999606,486.9618669999909,-3321.4342349999697,0.12786534119816614,505.2077634285703,32.53313442857169,-472.67462899999856,0.0643955552222456,3822.074164000014,500.33578000000034,-3321.738384000014,0.13090687373694784,0.0,48.8,48.8,0,16,0,57733,0,53776,0.0,93.14603433045225,93.14603433045225,0.0,0.0,0.0,L4,6,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,1,2
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep03,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,3,0,0,3580.0625,57409,57409,33.93856217851142,34.41751717568044,0.47895499716901924,1.0141124127371628,3606.76670700002,3571.1284660000047,-35.638241000015114,0.9901190612270961,3754.553520999991,3706.118973999992,-48.434546999999384,0.9870997851730985,500.6211298571413,496.0964908571392,-4.524639000002082,0.9909619496058961,3771.5210009999964,3719.0364239999667,-52.48457700002973,0.9860839759380595,0.0,3.3,3.3,0,16,0,57281,0,256,0.0,0.44691957193484755,0.44691957193484755,0.0,0.0,0.0,L4,7,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,1,3
shared_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep04,shared_prefix_mega_long_no_repeat_variant_out8_n16,shared_prefix_mega_long_no_repeat_variant,16,8,4,0,0,3592.3125,57605,57605,31.117437982073323,296.11794486934394,265.0005068872706,9.516141561523694,3955.2314860000024,288.3220599999845,-3666.909426000018,0.07289638065952238,4087.057422999976,421.1513179999997,-3665.9061049999764,0.10304511887451458,502.45395885713964,26.773411428572608,-475.680547428567,0.05328530297476463,4113.449188000004,432.26019300004737,-3681.188994999957,0.10508460740467203,0.0,48.7,48.7,0,16,0,57477,0,53536,0.0,93.14334429423944,93.14334429423944,0.0,0.0,0.0,L4,8,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,2,4
matched_unique_prefix_mega_long_no_repeat_variant_out8_n16_merged_rep04,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,matched_unique_prefix_mega_long_no_repeat_variant,16,8,4,0,0,3588.0625,57537,57537,33.93399988717521,33.25864444746435,-0.675355439710863,0.9800979712985116,3636.0400749999826,3644.873260000054,8.833185000071353,1.0024293420363557,3756.957163999971,3834.335304000092,77.37814000012122,1.0205959601407162,503.7302414285705,514.2201877142887,10.489946285718247,1.02082453151109,3772.028067000008,3848.6234819999936,76.59541499998568,1.0203061625309973,0.0,3.3,3.3,0,16,0,57409,0,256,0.0,0.44592311310073335,0.44592311310073335,0.0,0.0,0.0,L4,9,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n16-chunk-r3-seed2101/prefix-cache-isolated-metrics-runs.csv,2,5
