pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta
matched_unique_prefix_out8_n2_rep00,matched_unique_prefix_out8_n2,matched_unique_prefix,2,8,0,0,0,596.5,1209,1209,14.101222576878957,48.61878749854823,34.517564921669276,3.447842003307283,115.26420800001347,88.13630099999159,-27.127907000021878,0.7646458734178896,1132.6804249999896,328.76917900000535,-803.9112459999842,0.29025766822094445,148.80161785714157,37.87249842857169,-110.92911942856988,0.2545167114038474,1134.6533899999827,329.09088900001393,-805.5625009999687,0.2900364921132602,0.0,69.3,69.3,0.0,0.0,0.0
matched_unique_prefix_out8_n2_rep01,matched_unique_prefix_out8_n2,matched_unique_prefix,2,8,1,5,5,596.5,1209,1209,59.58851271719992,63.53751676918409,3.9490040519841685,1.0662712303414197,89.83406400000149,110.35059499999988,20.516530999998395,1.228382532042612,265.8355410000013,251.51198899999372,-14.323552000007567,0.9461187471542509,27.779507428570177,25.63689771428455,-2.1426097142856264,0.9228708529193705,268.5081280000077,251.81972500001848,-16.688402999989194,0.9378476803503367,0.0,83.3,83.3,0.0,0.0,0.0
matched_unique_prefix_out8_n4_rep00,matched_unique_prefix_out8_n4,matched_unique_prefix,4,8,0,10,10,596.5,2418,2418,112.03467714131286,125.75272782914499,13.718050687832132,1.1224446844304208,85.16845599999101,94.56421699999851,9.395761000007496,1.1103197291730695,285.02062799998384,253.91891799998234,-31.101710000001503,0.8908790910389711,32.19293971428426,25.674765571425592,-6.5181741428586655,0.7975278368267034,285.62585100002025,254.46764100001928,-31.158210000000963,0.8909125000733958,0.0,87.5,87.5,0.0,0.0,0.0
matched_unique_prefix_out8_n4_rep01,matched_unique_prefix_out8_n4,matched_unique_prefix,4,8,1,1,1,596.5,2418,2418,117.27331437558753,104.63862672580198,-12.634687649785548,0.8922628927385745,107.77288599999224,114.69842200000357,6.925536000011334,1.0642604671458074,271.81640099999527,305.0002420000055,33.18384100001026,1.1220818202210352,25.96394971428546,32.75535514285772,6.791405428572258,1.2615705816451956,272.8668510000034,305.81441100000006,32.947559999996656,1.1207459238058795,0.0,72.9,72.9,0.0,0.0,0.0
matched_unique_prefix_out8_n8_rep00,matched_unique_prefix_out8_n8,matched_unique_prefix,8,8,0,6,6,595.625,4829,4829,226.89798542844304,252.09680533081897,25.19881990237593,1.1110579270009557,113.7819420000028,109.05903000002581,-4.722911999976986,0.9584915504432429,273.1398239999976,253.32432300001528,-19.815500999982305,0.9274529041214346,23.50628585714633,23.703970000001714,0.19768414285538327,1.0084098416932714,282.06508700000654,253.8707299999885,-28.194357000018044,0.9000430811913372,0.0,85.3,85.3,0.0,0.0,0.0
matched_unique_prefix_out8_n8_rep01,matched_unique_prefix_out8_n8,matched_unique_prefix,8,8,1,2,2,595.625,4829,4829,204.39409099492582,189.73849398792464,-14.655597007001177,0.9282973547050095,138.45248399999832,209.99500100001,71.54251700001169,1.516729746791777,308.9505060000022,336.4526709999893,27.502164999987144,1.0890180286676305,29.881366142859633,34.63133014285599,4.749963999996353,1.1589607375140507,313.1205980000118,337.30635600002756,24.185758000015767,1.077241031584945,0.0,78.0,78.0,0.0,0.0,0.0
shared_prefix_long_out8_n2_rep00,shared_prefix_long_out8_n2,shared_prefix_long,2,8,0,7,7,580.5,1177,1177,64.30684706591073,70.49576392716682,6.188916861256089,1.0962404027507804,92.9406580000034,76.69912400001522,-16.241533999988178,0.8252483428728513,245.21209399998156,226.48616399999355,-18.72592999998801,0.9236337421432834,24.701069857140315,22.688196857144153,-2.012872999996162,0.9185106956242098,248.80709800001455,226.96399200000883,-21.84310600000572,0.9122086701883222,0.0,85.7,85.7,0.0,0.0,0.0
shared_prefix_long_out8_n2_rep01,shared_prefix_long_out8_n2,shared_prefix_long,2,8,1,8,8,580.5,1177,1177,57.327333225328594,58.46093257018877,1.1335993448601727,1.0197741510215466,89.42233800001986,103.14286700000252,13.720528999982662,1.1534351405571572,278.77933499999585,273.21070400000735,-5.5686309999885,0.9800249505581589,30.9340214285742,29.266980428571646,-1.6670410000025555,0.9461097871205751,279.0989760000002,273.6870469999815,-5.411929000018745,0.9806092839265066,0.0,86.1,86.1,0.0,0.0,0.0
shared_prefix_long_out8_n4_rep00,shared_prefix_long_out8_n4,shared_prefix_long,4,8,0,9,9,580.5,2354,2354,139.22242145772327,121.2957201521543,-17.92670130556897,0.8712369665900931,78.33048200001258,125.94705399999384,47.61657199998126,1.6078932592291928,229.31489900000201,263.37802699998747,34.063127999985454,1.1485430216201746,23.504072857146443,25.928474428569967,2.424401571423523,1.1031481473937987,229.8480350000034,263.8180470000009,33.970011999997496,1.1477933539871115,0.0,86.8,86.8,0.0,0.0,0.0
shared_prefix_long_out8_n4_rep01,shared_prefix_long_out8_n4,shared_prefix_long,4,8,1,4,4,580.5,2354,2354,108.04743180961704,122.52305759505775,14.475625785440712,1.1339747326058358,135.26531499999805,102.55696600000874,-32.70834899998931,0.7581911593523456,291.3977419999867,257.41373100001397,-33.984010999972725,0.8833758602015033,27.72166871428437,25.123025142858882,-2.5986435714254874,0.9062594824933298,296.16622500000744,261.1753300000146,-34.99089499999286,0.8818538643290875,0.0,82.7,82.7,0.0,0.0,0.0
