server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,,1.0849298693020195,0.9214604734598904,1.097862650196324,1.0849298693020195,,,0.9214604734598904,,
on,1,,1.1005967677446866,0.9092631697271584,0.9524620306305563,1.1005967677446866,,,0.9092631697271584,,
