phase_order,prompt_profile,audit_common_prefix_full_blocks_mean,audit_common_prefix_tokens_mean,audit_estimated_reusable_block_tokens_mean,audit_exact_duplicate_reusable_block_tokens_mean,server_cache_on_div_off_throughput_ratio_mean,server_cache_on_div_off_throughput_ratio_p05,server_cache_on_div_off_throughput_ratio_p95,server_cache_on_div_off_p95_latency_ratio_mean,server_cache_on_div_off_p95_latency_ratio_p05,server_cache_on_div_off_p95_latency_ratio_p95,overlap_class
async_first,matched_unique_prefix_mega_long_no_repeat_variant,1.0,24.0,496.0,0.0,10.82121526565211,8.72407629520723,12.918354236096993,0.09552547812077758,0.07701413939146581,0.11403681685008935,minimal_leading_overlap
async_first,shared_prefix_mega_long_no_repeat_variant,222.5,3565.5,110360.0,0.0,11.307850028062703,11.222186788276419,11.393513267848986,0.08790766368476324,0.08740552978758054,0.08840979758194593,large_leading_overlap
server_first,matched_unique_prefix_mega_long_no_repeat_variant,1.0,24.0,496.0,0.0,12.090703435054,11.031857218779159,13.14954965132884,0.08295280129415439,0.07566322616486358,0.09024237642344518,minimal_leading_overlap
server_first,shared_prefix_mega_long_no_repeat_variant,222.5,3565.5,110360.0,0.0,13.84098771092263,12.304863596869746,15.377111824975515,0.07280923123016902,0.06464986800678832,0.08096859445354974,large_leading_overlap
