phase_order,prompt_profile,request_count,max_new_tokens,trial_count,gpu_memory_utilization_mean,prompt_tokens_mean,estimated_prompt_tokens,on_server_gpu_kv_cache_size_tokens_mean,estimated_prompt_token_pressure_ratio,on_server_max_concurrency_for_request_mean,max_num_batched_tokens_mean,throughput_ratio_mean,p95_latency_ratio_mean,p95_first_content_ratio_mean,p95_stream_tpot_ratio_mean,on_prefix_cache_hit_rate_pct_mean,on_prefix_cache_queries_mean,on_prefix_cache_hits_mean
async_first,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,0.4,3582.46875,114639.0,75924.0,1.5099178125493915,20.86,60640.0,0.9634025978587989,1.0379362756225967,1.0290591038834769,1.0019279103109335,0.435617299033125,143245.0,624.0
async_first,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,0.45,3582.46875,114639.0,117070.0,0.9792346459383275,32.17,60640.0,0.9867936038773628,1.0132151519687458,1.0141083475090904,0.8831991904478834,0.4326625319481154,114639.0,496.0
async_first,shared_prefix_mega_long_no_repeat_variant,32,8,1,0.4,3584.46875,114703.0,76028.0,1.5086941653075183,20.96,60640.0,8.100180215321185,0.12318134448163713,0.11015544947888312,0.11056433830105682,96.1090817153867,114703.0,110240.0
async_first,shared_prefix_mega_long_no_repeat_variant,32,8,1,0.45,3584.46875,114703.0,117230.0,0.9784440842787683,32.31,60640.0,9.00958388171812,0.11073515049767636,0.09349525434794222,0.0706103294192397,96.1090817153867,114703.0,110240.0
