scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,cache_to_cold_output_tokens_per_second_ratio_median,cache_to_cold_output_tokens_per_second_ratio_p95,cache_to_cold_p95_first_event_ms_ratio_median,cache_to_cold_p95_first_event_ms_ratio_p95,cache_to_cold_p95_latency_ms_ratio_median,cache_to_cold_p95_latency_ms_ratio_p95,cache_to_cold_p95_stream_tpot_ms_ratio_median,cache_to_cold_p95_stream_tpot_ms_ratio_p95,cache_to_cold_batch_wall_ms_ratio_median,cache_to_cold_batch_wall_ms_ratio_p95,cold_output_tokens_per_second_median,cache_output_tokens_per_second_median,cold_p95_first_event_ms_median,cache_p95_first_event_ms_median,cold_p95_latency_ms_median,cache_p95_latency_ms_median,cold_p95_stream_tpot_ms_median,cache_p95_stream_tpot_ms_median,cold_prefix_cache_hit_rate_pct_median,cache_prefix_cache_hit_rate_pct_median,cache_to_cold_prefix_cache_hit_rate_pct_delta_median,cold_prefix_cache_counter_queries_median,cache_prefix_cache_counter_queries_median,cold_prefix_cache_counter_hits_median,cache_prefix_cache_counter_hits_median,cold_prefix_cache_counter_hit_rate_pct_median,cache_prefix_cache_counter_hit_rate_pct_median,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta_median,cold_gpu_kv_cache_usage_pct_median,cache_gpu_kv_cache_usage_pct_median,cache_to_cold_gpu_kv_cache_usage_pct_delta_median
matched_unique_prefix_extra_long_no_repeat_variant_out8_n16,matched_unique_prefix_extra_long_no_repeat_variant,16,8,2,1185.125,0.9966910992855715,1.0067371894777821,0.9800167865483388,1.0201666195446237,0.9927191450083698,1.0028663466613428,0.9702877397677581,0.9803410025153017,0.9933078964915593,1.0033198858872128,282.2533443482037,281.3193960554401,257.71706499998004,262.9143469999917,424.0791779999995,420.99151900001175,49.0757875714272,47.61763500000273,0.0,9.7,9.7,0.0,18962.0,0.0,256.0,0.0,1.3443259990547707,1.3443259990547707,0.0,0.0,0.0
shared_prefix_extra_long_no_repeat_variant_out8_n16,shared_prefix_extra_long_no_repeat_variant,16,8,2,1184.8125,1.6460234204971058,1.809966564024813,0.27152464039597896,0.3854947008350254,0.5479185338473548,0.6026489939869397,0.45052272615567757,0.4575965298816161,0.5524963940639352,0.6075247700290898,247.22765236192015,447.47378447742557,269.53670899996496,94.090078999983,449.16908300001523,270.6912959999954,52.09860842856934,23.840142428574445,0.0,51.5,51.5,0.0,18957.0,0.0,17296.0,0.0,91.19084763390536,91.19084763390536,0.0,0.0,0.0
