server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,0.0,0.9524142703242756,1.0543697826671794,0.5161680821588358,0.9524142703242756,,,1.0543697826671794,,
on,1,,8.312795551544157,0.12045168400989055,0.023024807240999704,8.312795551544157,,,0.12045168400989055,,
