pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta
matched_unique_prefix_out8_n4_rep00,matched_unique_prefix_out8_n4,matched_unique_prefix,4,8,0,0,0,596.5,2418,2418,152.04471707351198,90.18535700603644,-61.859360067475535,0.5931502175273397,78.04033299998991,229.3780530000049,151.337720000015,2.9392244264261986,210.14028700000154,354.5204239999862,144.38013699998464,1.6870654792623538,21.78201228571197,20.653941857144023,-1.1280704285679484,0.9482109176245432,210.4643989999886,354.8247859999947,144.36038700000609,1.6859135686887068,0.0,58.0,58.0,0.0,0.0,0.0
shared_prefix_long_out8_n4_rep00,shared_prefix_long_out8_n4,shared_prefix_long,4,8,0,1,1,580.5,2354,2354,165.3567415643922,169.4073054073501,4.050563842957899,1.0244959099014452,68.91579000000547,68.04470999998102,-0.871080000024449,0.9873602261539136,193.22557399999596,188.6020320000057,-4.623541999990266,0.9760717905799035,20.476592285713682,19.820969285717638,-0.6556229999960443,0.9679818306265019,193.52098799998885,188.89386099999683,-4.627126999992015,0.9760897923898968,0.0,68.1,68.1,0.0,0.0,0.0
