scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,cache_to_cold_output_tokens_per_second_ratio_median,cache_to_cold_output_tokens_per_second_ratio_p95,cache_to_cold_p95_first_event_ms_ratio_median,cache_to_cold_p95_first_event_ms_ratio_p95,cache_to_cold_p95_latency_ms_ratio_median,cache_to_cold_p95_latency_ms_ratio_p95,cache_to_cold_p95_stream_tpot_ms_ratio_median,cache_to_cold_p95_stream_tpot_ms_ratio_p95,cache_to_cold_batch_wall_ms_ratio_median,cache_to_cold_batch_wall_ms_ratio_p95,cold_output_tokens_per_second_median,cache_output_tokens_per_second_median,cold_p95_first_event_ms_median,cache_p95_first_event_ms_median,cold_p95_latency_ms_median,cache_p95_latency_ms_median,cold_p95_stream_tpot_ms_median,cache_p95_stream_tpot_ms_median,cold_prefix_cache_hit_rate_pct_median,cache_prefix_cache_hit_rate_pct_median,cache_to_cold_prefix_cache_hit_rate_pct_delta_median,cold_gpu_kv_cache_usage_pct_median,cache_gpu_kv_cache_usage_pct_median,cache_to_cold_gpu_kv_cache_usage_pct_delta_median
matched_unique_prefix_out8_n2,matched_unique_prefix,2,8,1,596.5,1.0331836067864535,1.0331836067864535,0.9398093407295866,0.9398093407295866,0.9679292387489182,0.9679292387489182,0.9898794976457422,0.9898794976457422,0.9678821783771177,0.9678821783771177,62.58038425912378,64.65702712292371,108.97135999999819,102.41230200000473,255.25879899998927,247.07245500002273,23.751248999998,23.510874428576958,0.0,1.3,1.3,0.0,0.0,0.0
matched_unique_prefix_out8_n4,matched_unique_prefix,4,8,1,596.5,1.562048210070375,1.562048210070375,0.46075288161582323,0.46075288161582323,0.6397191566415208,0.6397191566415208,1.001034688838486,1.001034688838486,0.6401851066779476,0.6401851066779476,85.3457319060961,133.3141477610635,250.31571499999927,115.33368699997482,374.46838900001467,239.55460199999834,20.828898285710043,20.850449714284228,0.0,2.0,2.0,0.0,0.0,0.0
shared_prefix_long_out8_n2,shared_prefix_long,2,8,1,580.5,6.213423571702129,6.213423571702129,0.1495397457698942,0.1495397457698942,0.16069931130503282,0.16069931130503282,0.18650753775620177,0.18650753775620177,0.16094186859468462,0.16094186859468462,10.097194712800873,62.73814763658305,731.0625909999828,109.32291400001759,1584.021468000003,254.5511589999876,126.59972428571515,23.611802857142752,0.0,48.2,48.2,0.0,0.0,0.0
shared_prefix_long_out8_n4,shared_prefix_long,4,8,1,580.5,1.0368639295094009,1.0368639295094009,0.9389941854684446,0.9389941854684446,0.9643905534449024,0.9643905534449024,0.980702557159439,0.980702557159439,0.9644467046637034,0.9644467046637034,131.17929712590424,136.01508148824632,120.2604220000012,112.92383699998254,243.47500000001787,234.80499000001487,20.810373857143208,20.408786857144282,0.0,72.4,72.4,0.0,0.0,0.0
