profile_label,low_request_count,high_request_count,low_source_label,high_source_label,low_trial_count,high_trial_count,prompt_pressure_delta,prompt_pressure_ratio,throughput_ratio_delta,throughput_ratio_ratio,p95_latency_ratio_delta,hit_rate_delta_pct
matched_unique,16,32,n16_seed4107,n32_seed3805_seed3906,1,2,4.043830014393703,2.001923707515129,0.03739952637147781,1.0398704065486928,-0.040304602331264094,0.004503700019229395
shared_prefix,16,32,n16_seed4107,n32_seed3805_seed3906,1,2,4.037851503086896,1.9962380111222797,6.121180987577055,2.3250916644017354,-0.12140558407194006,3.088888991358772
