scenario_id,prompt_profile,request_count,max_new_tokens,prompt_tokens_min,prompt_tokens_max,prompt_tokens_mean,total_prompt_tokens,repeats,estimated_peak_sequence_tokens_median,estimated_peak_sequence_tokens_p95,batch_wall_ms_median,batch_wall_ms_p95,batch_wall_ms_min,batch_wall_ms_max,batch_wall_ms_cv,total_output_tokens_median,aggregate_output_tokens_per_second_median,aggregate_output_tokens_per_second_p95,aggregate_output_tokens_per_second_min,aggregate_output_tokens_per_second_max,aggregate_output_tokens_per_second_cv,p95_first_chunk_ms_median,p95_first_chunk_ms_p95,p95_first_chunk_ms_min,p95_first_chunk_ms_max,p95_first_chunk_ms_cv,p95_latency_ms_median,p95_latency_ms_p95,p95_latency_ms_min,p95_latency_ms_max,p95_latency_ms_cv,p95_stream_tpot_ms_median,p95_stream_tpot_ms_p95,p95_stream_tpot_ms_min,p95_stream_tpot_ms_max,p95_stream_tpot_ms_cv
shared_prefix_out32_n1,shared_prefix,1,32,226,226,226.0,226,3,258.0,258.0,645.6937600000003,649.5632660000012,624.9246529999937,649.5632660000012,0.016902552803307012,32.0,49.559097489187415,51.20617317044832,49.26386954892849,51.20617317044832,0.017088018234029726,41.09077700002217,42.39507999997727,39.56963100000621,42.39507999997727,0.028148679751378965,645.4921680000041,649.3430100000239,624.7213549999913,649.3430100000239,0.01690076406261491,19.545888290322512,19.621039774193605,18.78471854838755,19.621039774193605,0.019556654572535047
shared_prefix_out32_n2,shared_prefix,2,32,226,227,226.5,453,3,517.0,517.0,690.8401690000119,1262.7551150000045,677.5706370000023,1262.7551150000045,0.31102342566046254,64.0,92.64082036897148,94.45509664256566,50.682827762689186,94.45509664256566,0.25511598818270276,68.1888889999982,89.66375499997525,67.53502099999764,89.66375499997525,0.13684333394412596,690.5381560000023,1262.4852499999974,677.297947999989,1262.4852499999974,0.31113242061786023,20.57611835483851,39.17984296774171,20.294810516129438,39.17984296774171,0.3311747351924926
shared_prefix_out32_n4,shared_prefix,4,32,225,228,226.5,906,3,1034.0,1034.0,666.7012380000017,678.7558629999921,649.0227070000003,678.7558629999921,0.01836670467784229,128.0,191.99004397228924,197.2196020562343,188.58032317284233,197.2196020562343,0.01844766338885928,66.51174399999604,67.78444200000422,64.18499699998392,67.78444200000422,0.02252588179483679,666.3825459999941,678.4469630000274,648.7345600000083,678.4469630000274,0.01836091844961123,19.987780419354852,20.372901838709918,19.45306832258101,20.372901838709918,0.018917328050660875
shared_prefix_out32_n8,shared_prefix,8,32,224,228,225.5,1804,3,2043.0,2043.0,689.8781769999971,702.8559160000043,657.1941629999856,702.8559160000043,0.028115063471674844,239.0,346.43797697633363,363.6672591688938,340.0412439581693,363.6672591688938,0.028503172836446676,69.13786499998764,82.76250299999788,65.17492099999345,82.76250299999788,0.10410102147660433,689.4914540000059,702.1339300000022,656.7988509999907,702.1339300000022,0.02797535313980284,20.66539180645115,20.86112114285754,19.69613980645132,20.86112114285754,0.024958920934521185
