workload_name,workload_path,model_config,model_config_path,capacity_config,capacity_config_path,max_concurrent_requests,scheduler_policy,requests,output_tokens,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_queue_wait_ms,max_request_kv_cache_mib,total_request_kv_cache_mib,peak_active_kv_cache_mib,p95_active_kv_cache_mib,memory_pressure_duration_ms,kv_cache_budget_mib,peak_kv_budget_utilization,p95_kv_budget_utilization,kv_budget_pressure_duration_ms,kv_budget_exceeded_duration_ms,deadline_tracked_requests,deadline_miss_rate,p95_deadline_lateness_ms,requests_per_second,output_tokens_per_second
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,1,fifo,32.0,6487.0,8960.471999999998,14714.226000000015,15048.952000000014,14607.838000000014,438.5,4102.875,438.5,378.125,1760.3000000000002,8076.0,0.05429668152550768,0.04682082714214958,0.0,0.0,32.0,0.8125,13416.110000000015,2.0562322987314827,416.8368413084728
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,1,shortest-cache,32.0,6487.0,3724.497999999998,15083.710000000001,15185.270999999999,14744.698999999999,438.5,4102.875,438.5,378.125,1760.2999999999993,8076.0,0.05429668152550768,0.04682082714214958,0.0,0.0,32.0,0.75,9110.503999999999,2.0562322987314845,416.83684130847314
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,1,deadline,32.0,6487.0,3830.0159999999983,14969.955000000002,15083.710000000003,14459.581000000002,438.5,4102.875,438.5,378.125,1760.2999999999993,8076.0,0.05429668152550768,0.04682082714214958,0.0,0.0,32.0,0.9375,7534.107000000002,2.056232298731484,416.8368413084731
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,1,memory-aware-deadline,32.0,6487.0,3830.0159999999983,14969.955000000002,15083.710000000003,14459.581000000002,438.5,4102.875,438.5,378.125,1760.2999999999993,8076.0,0.05429668152550768,0.04682082714214958,0.0,0.0,32.0,0.9375,7534.107000000002,2.056232298731484,416.8368413084731
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,2,fifo,32.0,6487.0,4416.341,6905.849999999996,7649.734999999999,6464.735999999996,438.5,4102.875,685.125,582.5,1236.2260000000006,8076.0,0.08483469539375929,0.0721272907379891,0.0,0.0,32.0,0.65625,5273.007999999996,3.925989695994669,795.8717236849193
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,2,shortest-cache,32.0,6487.0,1844.7659999999996,7298.638999999998,7637.433999999999,6858.066999999999,438.5,4102.875,806.5,740.125,734.1199999999999,8076.0,0.09986379395740466,0.09164499752352649,0.0,0.0,32.0,0.59375,2301.3879999999995,4.053536577657337,821.7278681019733
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,2,deadline,32.0,6487.0,1844.9330000000004,7308.573999999997,7510.167999999999,6988.761999999998,438.5,4102.875,677.125,615.0,1299.641999999999,8076.0,0.08384410599306587,0.07615156017830609,0.0,0.0,32.0,0.75,1140.342999999999,4.109250590833188,833.0221432104653
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,2,memory-aware-deadline,32.0,6487.0,1844.9330000000004,7308.573999999997,7510.167999999999,6988.761999999998,438.5,4102.875,677.125,615.0,1299.641999999999,8076.0,0.08384410599306587,0.07615156017830609,0.0,0.0,32.0,0.75,1140.342999999999,4.109250590833188,833.0221432104653
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,4,fifo,32.0,6487.0,1787.4390000000003,3576.176999999999,3943.2929999999997,2857.6889999999994,438.5,4102.875,1148.25,1046.25,416.7380000000005,8076.0,0.14218053491827637,0.12955052005943538,0.0,0.0,32.0,0.4375,1665.9609999999989,7.20012222207472,1459.5997767062097
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,4,shortest-cache,32.0,6487.0,1155.2840000000003,3471.038,4416.717000000001,2858.539,438.5,4102.875,1397.25,1300.0,414.308,8076.0,0.17301263001485884,0.16097077761267956,0.0,0.0,32.0,0.21875,323.6329999999998,6.846935055109267,1388.0021157029316
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,4,deadline,32.0,6487.0,1070.28,3736.294,3934.591,2857.4639999999995,438.5,4102.875,1197.375,1150.875,822.9070000000002,8076.0,0.14826337295690936,0.1425055720653789,0.0,0.0,32.0,0.0,0.0,7.5550366714397175,1531.5475902384203
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,4,memory-aware-deadline,32.0,6487.0,1070.28,3736.294,3934.591,2857.4639999999995,438.5,4102.875,1197.375,1150.875,822.9070000000002,8076.0,0.14826337295690936,0.1425055720653789,0.0,0.0,32.0,0.0,0.0,7.5550366714397175,1531.5475902384203
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,8,fifo,32.0,6487.0,852.1990000000002,2155.2450000000003,2311.6730000000002,908.862,438.5,4102.875,1930.5,1830.875,460.2880000000001,8076.0,0.23904160475482913,0.22670567112431897,0.0,0.0,32.0,0.0625,148.3230000000001,12.046736821340492,2442.099430001118
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,8,shortest-cache,32.0,6487.0,460.33799999999997,2140.033,2485.5469999999996,807.3130000000001,438.5,4102.875,1981.875,1820.625,305.9399999999998,8076.0,0.24540304606240712,0.22543647845468054,0.0,0.0,32.0,0.0,0.0,11.66838167568171,2365.3997478171013
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,8,deadline,32.0,6487.0,447.3430000000001,2271.541,2422.7749999999996,776.6310000000001,438.5,4102.875,1981.5,1822.75,348.999,8076.0,0.24535661218424962,0.22569960376423973,0.0,0.0,32.0,0.0,0.0,11.941715472209017,2420.8096333818717
mixed_bursty_32_seed568,workloads/generated/mixed_bursty_32_seed568.json,llama-7b-gqa-fp16,configs/models/llama-7b-gqa-fp16.json,a10g-24gb-7b-gqa,configs/capacity/a10g-24gb-7b-gqa.json,8,memory-aware-deadline,32.0,6487.0,447.3430000000001,2271.541,2422.7749999999996,776.6310000000001,438.5,4102.875,1981.5,1822.75,348.999,8076.0,0.24535661218424962,0.22569960376423973,0.0,0.0,32.0,0.0,0.0,11.941715472209017,2420.8096333818717
