pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,async_run_order,server_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_async,estimated_peak_sequence_tokens_server,async_output_tokens_per_second,server_output_tokens_per_second,server_to_async_output_tokens_per_second_delta,server_to_async_output_tokens_per_second_ratio,async_p95_first_event_ms,server_p95_first_content_ms,server_to_async_p95_first_event_ms_delta,server_to_async_p95_first_event_ms_ratio,async_p95_latency_ms,server_p95_latency_ms,server_to_async_p95_latency_ms_delta,server_to_async_p95_latency_ms_ratio,async_p95_stream_tpot_ms,server_p95_stream_tpot_ms,server_to_async_p95_stream_tpot_ms_delta,server_to_async_p95_stream_tpot_ms_ratio,async_batch_wall_ms,server_batch_wall_ms,server_to_async_batch_wall_ms_delta,server_to_async_batch_wall_ms_ratio
long_out32_n1_rep00,long_out32_n1,long,1,32,0,10,10,118.0,150,150,35.00627742412364,35.171358060361044,0.16508063623740554,1.0047157438146692,54.96360799998001,105.40336900004377,50.439761000063754,1.9176937765818083,913.6602209999864,901.01022500005,-12.649995999936436,0.9861545947725608,27.699890741935693,25.664737290322783,-2.03515345161291,0.9265284664631608,914.1217619999793,909.8312309999983,-4.2905309999810015,0.9953063900474332
long_out32_n1_rep01,long_out32_n1,long,1,32,1,7,7,118.0,150,150,32.85800839135835,34.83918677760581,1.9811783862474641,1.0602951451789304,93.55317300000365,86.88907900000231,-6.6640940000013416,0.9287667773705433,973.3905570000161,917.6149540000438,-55.77560299997231,0.9426996670566926,28.381851096774593,26.79760887096908,-1.5842422258055144,0.9441811522298645,973.8873889999979,918.5059399999886,-55.3814490000093,0.9431336213760034
long_out32_n1_rep02,long_out32_n1,long,1,32,2,9,9,118.0,150,150,36.74718536139492,35.17144963906474,-1.5757357223301796,0.9571195533254206,65.24725200000603,95.82935700001372,30.582105000007687,1.468711004104891,870.3177900000014,904.8249909999981,34.50720099999671,1.0396489666148232,25.97001735483856,26.096633354838207,0.1266159999996468,1.0048754684399954,870.8149939999998,909.8288619999835,39.01386799998363,1.0448015574706373
long_out32_n2_rep00,long_out32_n2,long,2,32,0,11,11,117.5,299,299,72.56461880438425,62.34773277179991,-10.216886032584341,0.8592029256003333,86.51106600001413,118.9339570000243,32.42289100001017,1.374783163578228,880.6401040000083,1025.1309739999783,144.49086999997007,1.1640748239191805,26.328835612902836,29.620787354839386,3.2919517419365505,1.125032181078425,881.9725239999912,1026.5008389999934,144.5283150000023,1.1638694075689866
long_out32_n2_rep01,long_out32_n2,long,2,32,1,2,2,117.5,299,299,72.55369131868807,66.8677475260613,-5.685943792626773,0.921631226622894,71.03282400001376,125.26034000001118,54.22751599999742,1.7634148967523369,881.5114460000189,952.54931300002,71.03786700000114,1.0805864374448515,26.83798441935525,27.799591064517553,0.961606645162302,1.0358300619799452,882.1053599999971,957.113143000015,75.00778300001798,1.0850326802231631
long_out32_n2_rep02,long_out32_n2,long,2,32,2,0,0,117.5,299,299,37.36552654932527,61.05075715401941,23.68523060469414,1.6338792141314502,82.26822100002096,105.72928400000592,23.46106299998496,1.2851777115732086,1712.0812110000259,1047.285851999959,-664.7953590000668,0.6117033732227222,53.387017193548374,30.701520999998372,-22.68549619355,0.575074664476826,1712.8087279999988,1048.3080469999777,-664.5006810000211,0.6120403462820154
long_out32_n4_rep00,long_out32_n4,long,4,32,0,1,1,117.25,597,597,122.35301054882827,127.2252985669409,4.872288018112627,1.0398215621851676,282.52428199999713,150.2637909999862,-132.26049100001092,0.5318615091639725,1045.658919999994,1002.8485020000062,-42.81041799998775,0.959058908042416,25.251191064516235,28.028668258064997,2.777477193548762,1.1099939082656485,1046.153253,1006.0892089999811,-40.06404400001884,0.9617034656393514
long_out32_n4_rep01,long_out32_n4,long,4,32,1,3,3,117.25,597,597,143.60507736708348,119.68624445506025,-23.918832912023234,0.8334402003706186,93.69642400000089,136.49110399995834,42.79467999995745,1.4567376018529485,890.7750859999908,1068.255822000026,177.48073600003522,1.199243039897994,26.59089670967682,30.810669032258566,4.219772322581747,1.1586923663633393,891.3333870000031,1069.4629160000204,178.12952900001733,1.1998461311985127
long_out32_n4_rep02,long_out32_n4,long,4,32,2,4,4,117.25,597,597,131.82980452548372,127.82000425346439,-4.0098002720193335,0.9695835074135742,135.15575299999227,168.17765799999052,33.02190499999824,1.2443248198247256,969.0043010000124,998.1363019999776,29.132000999965157,1.0300638510787836,28.35328496774166,27.78832067741999,-0.5649642903216723,0.9800741151875542,970.9488720000081,1001.4081970000461,30.459325000038007,1.031370678599478
long_out32_n8_rep00,long_out32_n8,long,8,32,0,6,6,119.25,1210,1210,264.2762925556792,259.45639243946437,-4.819900116214853,0.9817618899160265,117.69453599998769,160.70058799999742,43.00605200000973,1.365403981031152,967.7151870000102,984.5275729999798,16.812385999969592,1.0173732790658057,28.264616354839003,27.26246090322555,-1.0021554516134543,0.9645438155242506,968.6831820000066,986.6783300000179,17.99514800001134,1.0185769179587256
