server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,,1.05746984499565,0.9463134455724954,0.43423558130504214,1.05746984499565,,,0.9463134455724954,,
on,1,,1.056763651736287,0.9467680518787962,0.9091323773695114,1.056763651736287,,,0.9467680518787962,,
