server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,0.0,0.9777663505615832,1.0223479715101333,1.4054009413725723,0.9777663505615832,,,1.0223479715101333,,
on,1,0.4,1.0446339398379005,0.9568454810351983,1.313614649556929,1.0446339398379005,,,0.9568454810351983,,
