request_count,max_new_tokens,shared_profile,control_profile,shared_scenario_id,control_scenario_id,shared_prompt_tokens_mean,control_prompt_tokens_mean,shared_to_control_prompt_tokens_mean_ratio,shared_cache_to_cold_output_tokens_per_second_ratio_median,control_cache_to_cold_output_tokens_per_second_ratio_median,shared_minus_control_cache_to_cold_output_tokens_per_second_ratio_median,shared_cache_to_cold_p95_first_event_ms_ratio_median,control_cache_to_cold_p95_first_event_ms_ratio_median,shared_minus_control_cache_to_cold_p95_first_event_ms_ratio_median,shared_cache_to_cold_p95_latency_ms_ratio_median,control_cache_to_cold_p95_latency_ms_ratio_median,shared_minus_control_cache_to_cold_p95_latency_ms_ratio_median,shared_cache_to_cold_p95_stream_tpot_ms_ratio_median,control_cache_to_cold_p95_stream_tpot_ms_ratio_median,shared_minus_control_cache_to_cold_p95_stream_tpot_ms_ratio_median,shared_cache_to_cold_batch_wall_ms_ratio_median,control_cache_to_cold_batch_wall_ms_ratio_median,shared_minus_control_cache_to_cold_batch_wall_ms_ratio_median,shared_cold_prefix_cache_hit_rate_pct_median,control_cold_prefix_cache_hit_rate_pct_median,shared_minus_control_cold_prefix_cache_hit_rate_pct_median,shared_cache_prefix_cache_hit_rate_pct_median,control_cache_prefix_cache_hit_rate_pct_median,shared_minus_control_cache_prefix_cache_hit_rate_pct_median,shared_cache_to_cold_prefix_cache_hit_rate_pct_delta_median,control_cache_to_cold_prefix_cache_hit_rate_pct_delta_median,shared_minus_control_cache_to_cold_prefix_cache_hit_rate_pct_delta_median,shared_cold_gpu_kv_cache_usage_pct_median,control_cold_gpu_kv_cache_usage_pct_median,shared_minus_control_cold_gpu_kv_cache_usage_pct_median,shared_cache_gpu_kv_cache_usage_pct_median,control_cache_gpu_kv_cache_usage_pct_median,shared_minus_control_cache_gpu_kv_cache_usage_pct_median,shared_cache_to_cold_gpu_kv_cache_usage_pct_delta_median,control_cache_to_cold_gpu_kv_cache_usage_pct_delta_median,shared_minus_control_cache_to_cold_gpu_kv_cache_usage_pct_delta_median
2,8,shared_prefix_long,matched_unique_prefix,shared_prefix_long_out8_n2,matched_unique_prefix_out8_n2,580.5,596.5,0.9731768650461022,1.002443333242571,0.9787708127401364,0.023672520502434624,0.17391677481635168,0.8583709156780222,-0.6844541408616704,0.2099576065958334,0.773377897382135,-0.5634202907863016,0.2733059088482451,0.7373662625452317,-0.4640603536969866,0.2101752000663739,0.7733934190175407,-0.5632182189511667,0.0,0.0,0.0,48.2,1.3,46.900000000000006,48.2,1.3,46.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,shared_prefix_long,matched_unique_prefix,shared_prefix_long_out8_n4,matched_unique_prefix_out8_n4,580.5,596.5,0.9731768650461022,0.9138923016757118,0.9933635462299798,-0.07947124455426802,0.9496928314482627,0.47102749755400475,0.4786653338942579,1.0918642368600386,0.6515829281986582,0.4402813086613805,1.002499427830729,0.9823285293563981,0.020170898474330956,1.0923642253539951,0.6524943176558266,0.4398699076981686,0.0,0.0,0.0,72.4,2.0,70.4,72.4,2.0,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,shared_prefix_long,matched_unique_prefix,shared_prefix_long_out8_n8,matched_unique_prefix_out8_n8,579.5,595.625,0.9729275970619098,0.9181024098898704,0.8467614889227434,0.07134092096712696,0.8132067358181658,1.112582390616655,-0.29937565479848915,0.9357738553182025,1.070871262896014,-0.13509740757781152,0.9130494958010738,0.9718762385263714,-0.05882674272529764,0.9359196880547975,1.0709391920059028,-0.1350195039511053,0.0,0.0,0.0,84.6,2.4,82.19999999999999,84.6,2.4,82.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
