pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,cold_run_order,cache_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_cold,estimated_peak_sequence_tokens_cache,cold_output_tokens_per_second,cache_output_tokens_per_second,cache_to_cold_output_tokens_per_second_delta,cache_to_cold_output_tokens_per_second_ratio,cold_p95_first_event_ms,cache_p95_first_event_ms,cache_to_cold_p95_first_event_ms_delta,cache_to_cold_p95_first_event_ms_ratio,cold_p95_latency_ms,cache_p95_latency_ms,cache_to_cold_p95_latency_ms_delta,cache_to_cold_p95_latency_ms_ratio,cold_p95_stream_tpot_ms,cache_p95_stream_tpot_ms,cache_to_cold_p95_stream_tpot_ms_delta,cache_to_cold_p95_stream_tpot_ms_ratio,cold_batch_wall_ms,cache_batch_wall_ms,cache_to_cold_batch_wall_ms_delta,cache_to_cold_batch_wall_ms_ratio,cold_prefix_cache_hit_rate_pct,cache_prefix_cache_hit_rate_pct,cache_to_cold_prefix_cache_hit_rate_pct_delta,cold_prefix_cache_counter_requests,cache_prefix_cache_counter_requests,cold_prefix_cache_counter_queries,cache_prefix_cache_counter_queries,cold_prefix_cache_counter_hits,cache_prefix_cache_counter_hits,cold_prefix_cache_counter_hit_rate_pct,cache_prefix_cache_counter_hit_rate_pct,cache_to_cold_prefix_cache_counter_hit_rate_pct_delta,cold_gpu_kv_cache_usage_pct,cache_gpu_kv_cache_usage_pct,cache_to_cold_gpu_kv_cache_usage_pct_delta,modal_gpu,isolation_call_index,isolation_phase_order,isolation_warmup_runs,isolation_warmup_prompt_profile,source_chunk_index,source_dir,source_json,source_runs_csv,source_repeat_index,source_isolation_call_index
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep00,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,0,0,0,3593.46875,115247,115247,29.527463130823783,318.57389004361374,289.04642691278997,10.789070792575261,7385.552254999993,399.12373900000375,-6986.428515999989,0.05404115023758695,8305.652479000002,674.1466960000082,-7631.505782999994,0.08116721686881549,147.39628599999884,53.9999377142887,-93.39634828571013,0.3663588763307722,8669.89483200001,803.5812349999958,-7866.313597000015,0.09268638784798523,0.0,39.9,39.9,0,32,0,114991,0,110752,0.0,96.31362454452957,96.31362454452957,0.0,0.0,0.0,L4,0,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep00,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,0,0,0,3591.46875,115183,115183,31.026178470309212,30.224882334896098,-0.8012961354131143,0.9741735471489045,7540.785360000029,7755.181928000013,214.39656799998374,1.0284315966792061,7893.872732000034,8109.934201999977,216.06146999994235,1.0273707820401101,151.05390800000254,156.88391657143282,5.830008571430284,1.0385955494208743,8251.09673899999,8469.842733000007,218.74599400001716,1.0265111415996473,0.0,0.4,0.4,0,85,0,305355,0,1360,0.0,0.4453832424555026,0.4453832424555026,0.0,0.0,0.0,L4,1,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,0,1
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep01,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,1,0,0,3584.46875,114959,114959,29.780833705766064,316.43123591465445,286.6504022088884,10.62533168281948,7899.701289999995,416.937632999975,-7482.76365700002,0.05277891121373973,8256.599096000002,676.3370019999684,-7580.262094000033,0.081914719866637,157.56338685714243,51.71931400000013,-105.8440728571423,0.3282444927824022,8596.13275199996,809.022533000018,-7787.110218999942,0.0941147090605124,0.0,39.7,39.7,0,32,0,114703,0,110256,0.0,96.12303078385047,96.12303078385047,0.0,0.0,0.0,L4,2,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,1,2
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep01,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,0,0,3582.46875,114895,114895,29.451730931464255,29.651925440886682,0.20019450942242756,1.0067973766936922,7985.557217000007,7924.982972000066,-60.574244999940674,0.9924145249537518,8345.645658000023,8279.65416199993,-65.99149600009332,0.9920927033444279,159.42090857142998,160.27540657142123,0.8544979999912528,1.0053600121066202,8692.188605000012,8633.503430000019,-58.68517499999325,0.9932485156884152,0.0,0.4,0.4,0,85,0,304590,0,1360,0.0,0.4465018549525592,0.4465018549525592,0.0,0.0,0.0,L4,3,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,1,3
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep02,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,2,0,0,3584.46875,114959,114959,29.79589063731106,348.88870857823844,319.0928179409274,11.709289473003786,7459.110768000017,436.12940200000594,-7022.981366000011,0.05846935587429863,8238.636936000006,612.1069730000102,-7626.529962999996,0.07429711707834988,144.57109157143168,35.96471928571126,-108.60637228572043,0.2487684010322445,8591.788817999997,733.7583409999979,-7858.030476999999,0.08540227844785443,0.0,39.7,39.7,0,32,0,114703,0,110256,0.0,96.12303078385047,96.12303078385047,0.0,0.0,0.0,L4,4,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,2,4
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep02,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,2,0,0,3582.46875,114895,114895,31.974994231545647,31.5090009220676,-0.46599330947804773,0.9854263207647959,7340.879763000032,7395.440915000052,54.56115200002023,1.0074325086040807,7659.078890999979,7732.069040999988,72.99015000000873,1.0095298861702258,146.1881758571378,149.03746371428335,2.849287857145555,1.0194905493583148,8006.256330999975,8124.662556999965,118.40622599999006,1.0147892124739406,0.0,0.4,0.4,0,85,0,304590,0,1360,0.0,0.4465018549525592,0.4465018549525592,0.0,0.0,0.0,L4,5,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,2,5
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep03,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,3,0,0,3609.46875,115759,115759,31.797580489855807,266.3300897962839,234.5325093064281,8.375797330908545,7331.550633999996,776.737877999949,-6554.812756000047,0.10594455617585652,7652.627881,776.737877999949,-6875.890003000051,0.10149949665374941,144.9542960000047,21.640776428569097,-123.31351957143559,0.149293791393174,8050.927021999996,961.2132079999469,-7089.71381400005,0.11939161855191728,0.0,40.0,40.0,0,32,0,115503,0,111248,0.0,96.3161130013939,96.3161130013939,0.0,0.0,0.0,L4,6,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,3,6
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep03,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,3,0,0,3583.46875,114927,114927,31.538764807282284,31.24081322547954,-0.29795158180274584,0.9905528455656593,7509.364697000024,7386.338819999992,-123.02587700003187,0.9836170059700017,7836.770609999974,7705.810871999915,-130.95973800005868,0.9832890683526005,148.7558707142804,148.84642500000413,0.09055428572372648,1.000608744282084,8116.995119000023,8194.40896599997,77.41384699994705,1.0095372543490557,0.0,0.4,0.4,0,85,0,304675,0,1360,0.0,0.44637728727332404,0.44637728727332404,0.0,0.0,0.0,L4,7,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,3,7
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep04,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,4,0,0,3593.46875,115247,115247,31.569010010027487,379.46635063082965,347.89734062080214,12.02021699477738,7406.198201000052,338.36415100006434,-7067.834049999988,0.04568661839948806,7733.803855000019,579.3734000000086,-7154.430455000011,0.0749144160962183,148.63988457141528,42.59131800001472,-106.04856657140056,0.2865403059402361,8109.218499999997,674.6316230000957,-7434.5868769999015,0.08319317367019965,0.0,39.9,39.9,0,32,0,114991,0,110752,0.0,96.31362454452957,96.31362454452957,0.0,0.0,0.0,L4,8,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,4,8
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep04,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,4,0,0,3591.46875,115183,115183,31.21271928728198,31.501919957913902,0.2892006706319208,1.00926547501261,7311.4289819999385,7373.242478999941,61.813497000002826,1.0084543660551422,7649.947063000013,7721.229357000084,71.28229400007058,1.0093180114075346,149.11791699999608,147.35487214285772,-1.7630448571383681,0.9881768409014297,8201.78458800001,8126.488808999966,-75.2957790000437,0.9908195858849782,0.0,0.4,0.4,0,85,0,305337,0,1360,0.0,0.44540949835755245,0.44540949835755245,0.0,0.0,0.0,L4,9,cold_first,1,neutral_mega_long,0,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-merged-r5/prefix-cache-isolated-metrics-runs.csv,4,9
shared_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep05,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,5,0,0,3609.46875,115759,115759,28.927397211562223,383.11390217704087,354.18650496547866,13.243981108120956,7686.834261999991,317.011707000006,-7369.822554999985,0.04124086668124995,8582.179362000004,628.736607999997,-7953.442754000007,0.07326071636114993,153.77587414285804,44.55990214285472,-109.21597200000332,0.28977173689455665,8849.741929000003,668.2085889999883,-8181.533340000015,0.07550599716476636,0.0,40.0,40.0,0,32,0,115503,0,111248,0.0,96.3161130013939,96.3161130013939,0.0,0.0,0.0,L4,10,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501/prefix-cache-isolated-metrics-runs.csv,0,0
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_merged_rep05,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,5,0,0,3583.46875,114927,114927,30.50355465584046,31.97078030134713,1.4672256455066695,1.0481001529841618,7681.798657000001,7390.448496000034,-291.35016099996756,0.9620726637068941,8129.821704999984,7706.448505999959,-423.3731990000251,0.9479234337033932,158.01956928571508,145.73965700000306,-12.279912285712015,0.9222886612005079,8392.464513999983,8007.311601000027,-385.15291299995624,0.9541072932322253,0.0,0.4,0.4,0,85,0,304675,0,1360,0.0,0.44637728727332404,0.44637728727332404,0.0,0.0,0.0,L4,11,cold_first,1,neutral_mega_long,1,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501/prefix-cache-isolated-metrics.json,results/modal-vllm-prefix-cache-mega-long-qwen15b-l4-n32-chunk-r3-seed2501/prefix-cache-isolated-metrics-runs.csv,0,1
