pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,async_run_order,server_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_async,estimated_peak_sequence_tokens_server,async_output_tokens_per_second,server_output_tokens_per_second,server_to_async_output_tokens_per_second_delta,server_to_async_output_tokens_per_second_ratio,async_p95_first_event_ms,server_p95_first_content_ms,server_to_async_p95_first_event_ms_delta,server_to_async_p95_first_event_ms_ratio,async_p95_latency_ms,server_p95_latency_ms,server_to_async_p95_latency_ms_delta,server_to_async_p95_latency_ms_ratio,async_p95_stream_tpot_ms,server_p95_stream_tpot_ms,server_to_async_p95_stream_tpot_ms_delta,server_to_async_p95_stream_tpot_ms_ratio,async_batch_wall_ms,server_batch_wall_ms,server_to_async_batch_wall_ms_delta,server_to_async_batch_wall_ms_ratio
short_out32_n1_rep00,short_out32_n1,short,1,32,0,10,10,44.0,76,76,50.302315026975144,51.057940878398774,0.7556258514236305,1.015021691367851,42.02125099999421,46.112733999990496,4.091482999996288,1.0973669965227082,635.9652239999889,625.9561530000042,-10.009070999984715,0.9842616064176728,19.159482999999828,18.70462641935528,-0.4548565806445488,0.9762594543576905,636.1536240000021,626.7389449999996,-9.41467900000248,0.9852006203457508
short_out32_n1_rep01,short_out32_n1,short,1,32,1,7,7,44.0,76,76,41.49869066573431,50.21681762257843,8.718126956844124,1.210081976490953,58.94020700000624,48.29957100000115,-10.640636000005088,0.8194672780839748,770.9100840000076,636.3947309999958,-134.51535300001183,0.8255109697073174,22.966770225806496,18.970811612903052,-3.9959586129034435,0.8260112948570625,771.1086659999751,637.2367170000075,-133.87194899996757,0.8263902937384808
short_out32_n1_rep02,short_out32_n1,short,1,32,2,9,9,44.0,76,76,51.242622793757974,51.25010784544336,0.007485051685385713,1.000146070815218,42.42914400001041,47.46105199998851,5.0319079999781025,1.1185955578075502,624.2990670000097,623.597846999985,-0.7012200000247049,0.9988767883261555,18.76999751612901,18.585057903225692,-0.1849396129033174,0.9901470624732689,624.4801349999989,624.3889299999807,-0.09120500001813525,0.9998539505183489
short_out32_n2_rep00,short_out32_n2,short,2,32,0,11,11,43.5,151,151,96.02360159302367,96.69299093055896,0.6693893375352928,1.0069710917569241,62.03350999999202,73.28149200000666,11.247982000014645,1.1813210634061508,666.262866999972,660.705471,-5.557395999971959,0.991658853771942,20.09638919354797,19.591166838709693,-0.5052223548382777,0.9748600432658578,666.5028070000005,661.8887200000074,-4.614086999993106,0.9930771679405799
short_out32_n2_rep01,short_out32_n2,short,2,32,1,2,2,43.5,151,151,103.97538157994428,99.33418700202441,-4.641194577919876,0.9553625626817116,60.58041900001854,71.48274599998672,10.902326999968182,1.1799645360651079,615.3089240000043,643.4319610000045,28.123037000000295,1.0457055568399332,18.48389558064549,19.101449612903817,0.617554032258326,1.033410383085315,615.5303209999943,644.2897649999964,28.759444000002077,1.0467230338113633
short_out32_n2_rep02,short_out32_n2,short,2,32,2,0,0,43.5,151,151,93.3794990098553,56.432965953695295,-36.94653305616,0.6043399948819531,63.36191200000485,73.7876510000035,10.425738999998657,1.1645426829922345,685.021598999981,1133.1533639999805,448.1317649999994,1.6541863288021839,20.648933258064332,34.81140403225746,14.162470774193125,1.6858693665766993,685.3752769999915,1134.0888950000192,448.71361800002774,1.6546977007459716
short_out32_n4_rep00,short_out32_n4,short,4,32,0,1,1,43.25,301,301,199.65395508565467,191.09000484187104,-8.563950243783637,0.957106032584681,61.29795100000024,87.43598099999872,26.13802999999848,1.4264095222366957,640.2602619999982,668.6079540000094,28.347692000011193,1.0442752637989132,19.258295548386542,19.358417903225515,0.10012235483897314,1.0051989208799614,641.1092630000041,669.8414190000221,28.732156000017994,1.0448163170589189
short_out32_n4_rep01,short_out32_n4,short,4,32,1,3,3,43.25,301,301,205.98691008868013,194.03142745523775,-11.955482633442386,0.941959988485213,59.73722099997758,76.09437300001787,16.357152000040287,1.2738184288828305,621.102178000001,658.5965379999834,37.49435999998241,1.0603674585729472,18.679966096774404,19.414837645161153,0.7348715483867494,1.0393400900504657,621.3987089999762,659.6869470000115,38.288238000035335,1.0616162174872443
short_out32_n4_rep02,short_out32_n4,short,4,32,2,4,4,43.25,301,301,192.85024645915112,192.7093636493644,-0.1408828097867172,0.9992694704187658,65.78711000000226,75.8489799999893,10.061869999987039,1.1529459190407771,663.43662700001,663.0788680000137,-0.3577589999963493,0.9994607487958359,19.98385206451578,19.517930806451265,-0.46592125806451534,0.976685112732003,663.7274379999951,664.212665000008,0.48522700001285557,1.0007310636448525
short_out32_n8_rep00,short_out32_n8,short,8,32,0,6,6,45.25,618,618,300.6092142813878,311.6676559903023,11.058441708914529,1.0367867689463544,101.32734100000107,219.10543800001392,117.77809700001285,2.162352587541122,851.1827639999865,820.2327930000024,-30.94997099998409,0.9636388654599395,24.868093483870407,20.075424548387613,-4.792668935482794,0.8072763825424998,851.6039689999957,821.3877670000045,-30.2162019999912,0.9645184814774022
short_out32_n8_rep01,short_out32_n8,short,8,32,1,8,8,45.25,618,618,389.68330676643455,360.876511305708,-28.806795460726562,0.9260763934186368,63.331903999994665,89.33108700000503,25.999183000010362,1.4105226806383802,656.5652630000045,708.4453780000217,51.88011500001721,1.0790174532885954,19.729693838709842,20.67988116129065,0.9501873225808062,1.0481602669736583,656.9437170000185,709.3839360000231,52.44021900000462,1.0798245232323351
