trial_index,trial_label,phase_order,prompt_profile,scenario_id,request_count,max_new_tokens,repeat_index,prompt_tokens_mean,estimated_prompt_tokens,max_model_len,max_num_batched_tokens,off_source_dir,on_source_dir,off_server_enable_prefix_caching_observed,on_server_enable_prefix_caching_observed,off_server_latest_prefix_cache_hit_rate_pct,on_server_latest_prefix_cache_hit_rate_pct,cache_on_minus_off_server_latest_prefix_cache_hit_rate_pct,off_server_gpu_kv_cache_size_tokens,on_server_gpu_kv_cache_size_tokens,off_server_max_concurrency_for_request,on_server_max_concurrency_for_request,off_server_available_kv_cache_memory_gib,on_server_available_kv_cache_memory_gib,off_server_output_tokens_per_second,on_server_output_tokens_per_second,cache_on_minus_off_server_output_tokens_per_second,cache_on_div_off_server_output_tokens_per_second,off_server_p95_latency_ms,on_server_p95_latency_ms,cache_on_minus_off_server_p95_latency_ms,cache_on_div_off_server_p95_latency_ms,off_server_p95_first_content_ms,on_server_p95_first_content_ms,cache_on_minus_off_server_p95_first_content_ms,cache_on_div_off_server_p95_first_content_ms,off_server_p95_stream_tpot_ms,on_server_p95_stream_tpot_ms,cache_on_minus_off_server_p95_stream_tpot_ms,cache_on_div_off_server_p95_stream_tpot_ms,off_server_batch_wall_ms,on_server_batch_wall_ms,cache_on_minus_off_server_batch_wall_ms,cache_on_div_off_server_batch_wall_ms,off_server_prefix_cache_counter_requests,on_server_prefix_cache_counter_requests,cache_on_minus_off_server_prefix_cache_counter_requests,off_server_prefix_cache_counter_queries,on_server_prefix_cache_counter_queries,cache_on_minus_off_server_prefix_cache_counter_queries,off_server_prefix_cache_counter_hits,on_server_prefix_cache_counter_hits,cache_on_minus_off_server_prefix_cache_counter_hits,off_server_prefix_cache_counter_hit_rate_pct,on_server_prefix_cache_counter_hit_rate_pct,cache_on_minus_off_server_prefix_cache_counter_hit_rate_pct
1,modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-matched-unique-seed3603-cache-control-r1,async_first,matched_unique_prefix_mega_long_no_repeat_variant,matched_unique_prefix_mega_long_no_repeat_variant_out8_n16,16,8,0,3588.0625,57409.0,3648,60640,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-matched-unique-seed3603-cache-off-r1,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-matched-unique-seed3603-cache-on-r1,False,True,,,,158624,158624,43.48,43.48,4.24,4.24,30.663247301597146,32.392893207354675,1.729645905757529,1.0564077864534405,4170.7336990000385,3949.7327170000176,-221.00098200002094,0.9470114857601656,3956.3678549999963,3834.151707000018,-122.21614799997815,0.9691090028836618,42.74341457143503,22.386087571427588,-20.357327000007444,0.5237318495932229,4174.37849099997,3951.4840239999958,-222.8944669999746,0.9466041549704851,,,,0,57409,57409,0,240,240,0.0,0.4180529185319375,0.4180529185319375
2,modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-shared-prefix-seed3603-cache-control-r1,async_first,shared_prefix_mega_long_no_repeat_variant,shared_prefix_mega_long_no_repeat_variant_out8_n16,16,8,0,3592.3125,57477.0,3637,60640,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-shared-prefix-seed3603-cache-off-r1,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n16-batched-tokens60640-shared-prefix-seed3603-cache-on-r1,False,True,,,,158145,158145,43.48,43.48,4.24,4.24,31.284034447935518,196.3868504833036,165.10281603536808,6.27754232946331,4091.028152000007,648.6529390000157,-3442.375212999991,0.1585549927547931,3949.513159999981,501.43802900001333,-3448.0751309999678,0.1269619846006579,29.741902428570807,29.251404142858714,-0.49049828571209275,0.9835081737999077,4091.543889999997,651.7747990000089,-3439.7690909999883,0.15929800987666035,,,,0,57477,57477,0,53520,53520,0.0,93.11550707239418,93.11550707239418
3,modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-matched-unique-seed3603-cache-control-r1,async_first,matched_unique_prefix_mega_long_no_repeat_variant,matched_unique_prefix_mega_long_no_repeat_variant_out8_n40,40,8,0,3592.35,143694.0,3648,60640,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-matched-unique-seed3603-cache-off-r1,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-matched-unique-seed3603-cache-on-r1,False,True,0.0,0.4,0.4,158624,158624,43.48,43.48,4.24,4.24,32.796948942639894,33.856220815993865,1.0592718733539712,1.032297878537622,9746.651960000008,9442.014408000006,-304.63755200000196,0.9687443900479645,9565.826893000009,9298.10363499999,-267.7232580000182,0.9720125336790351,760.627522428572,790.6253572857133,29.997834857141356,1.039438271654124,9757.005157999998,9451.734195,-305.2709629999972,0.968712636915058,,,,0,143694,143694,0,624,624,0.0,0.4342561276044929,0.4342561276044929
4,modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-shared-prefix-seed3603-cache-control-r1,async_first,shared_prefix_mega_long_no_repeat_variant,shared_prefix_mega_long_no_repeat_variant_out8_n40,40,8,0,3593.6,143744.0,3637,60640,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-shared-prefix-seed3603-cache-off-r1,results/modal-vllm-server-async-qwen15b-l4-pressure-curve-n40-batched-tokens60640-shared-prefix-seed3603-cache-on-r1,False,True,0.0,,,158145,158145,43.48,43.48,4.24,4.24,33.69814692350482,284.6577631767307,250.9596162532259,8.447282392794687,9487.490358999992,1119.5068359999993,-8367.983522999994,0.11799820538821591,9306.732490999992,945.2893840000058,-8361.443106999986,0.10157049049321458,1028.6912865714278,29.586933999999992,-999.1043525714277,0.028761723158569407,9496.071126000004,1124.156940000006,-8371.914185999998,0.1183812679037431,,,,0,143744,143744,0,139408,139408,0.0,96.98352626892253,96.98352626892253
