scenario_id,prompt_profile,request_count,max_new_tokens,prompt_tokens_min,prompt_tokens_max,prompt_tokens_mean,total_prompt_tokens,repeats,estimated_peak_sequence_tokens_median,estimated_peak_sequence_tokens_p95,batch_wall_ms_median,batch_wall_ms_p95,batch_wall_ms_min,batch_wall_ms_max,batch_wall_ms_cv,total_output_tokens_median,aggregate_output_tokens_per_second_median,aggregate_output_tokens_per_second_p95,aggregate_output_tokens_per_second_min,aggregate_output_tokens_per_second_max,aggregate_output_tokens_per_second_cv,p95_first_content_ms_median,p95_first_content_ms_p95,p95_first_content_ms_min,p95_first_content_ms_max,p95_first_content_ms_cv,p95_latency_ms_median,p95_latency_ms_p95,p95_latency_ms_min,p95_latency_ms_max,p95_latency_ms_cv,p95_stream_tpot_ms_median,p95_stream_tpot_ms_p95,p95_stream_tpot_ms_min,p95_stream_tpot_ms_max,p95_stream_tpot_ms_cv
short_out32_n1,short,1,32,44,44,44.0,44,3,76.0,76.0,664.3990640000084,691.1336119999874,647.6227349999988,691.1336119999874,0.026834129600522026,32.0,48.16382462573667,49.41148336924901,46.300743364801924,49.41148336924901,0.026652352589168277,51.58620800000335,51.74468999999249,50.060544999979584,51.74468999999249,0.014850642498627905,663.5125269999946,690.3011040000138,646.7877629999919,690.3011040000138,0.026874796435379166,19.78877361290371,20.60370632258098,19.194937838709656,20.60370632258098,0.029074100023471605
short_out32_n2,short,2,32,43,44,43.5,87,3,151.0,151.0,688.9255680000019,1163.5096219999923,660.0960449999889,1163.5096219999923,0.2755983893253285,64.0,92.89827954244227,96.95558772814807,55.005991175206994,96.95558772814807,0.23145893715673874,74.54895399999373,75.68763899999453,71.54905299998404,75.68763899999453,0.023611914494033253,687.936499999978,1162.658324000006,659.0416079999954,1162.658324000006,0.2760138416112461,20.4539522903219,35.7512768387096,19.59083532258062,35.7512768387096,0.2938029019434035
short_out32_n4,short,4,32,43,44,43.25,173,3,301.0,301.0,697.5894200000141,717.1092549999969,669.6372590000124,717.1092549999969,0.028040596807373305,128.0,183.48902137878957,191.14826464576643,178.4944192360208,191.14826464576643,0.028224471478580097,78.51534400001015,92.00614599998858,78.31442000002653,92.00614599998858,0.07724980315757175,695.7571069999915,716.0695749999775,668.3651790000056,716.0695749999775,0.028189600357989057,20.17845061290348,21.246268419354642,19.660666935483423,21.246268419354642,0.03242218800333339
short_out32_n8,short,8,32,43,48,45.25,362,3,618.0,618.0,733.4853620000104,871.0409299999924,711.9572930000118,871.0409299999924,0.0912617015575902,256.0,349.01855342001545,359.572129560299,293.9012291879352,359.572129560299,0.08616794057319768,97.00631800001247,226.73217400000567,88.3984289999944,226.73217400000567,0.4606229342186464,732.4743470000215,869.4225280000012,710.9779290000233,869.4225280000012,0.09102392255438005,21.2962091935477,21.426530838708906,20.774526129033134,21.426530838708906,0.0133097290091168
