server_prefix_caching_configured,phase_order_count,mean_server_latest_prefix_cache_hit_rate_pct,mean_server_to_async_throughput_ratio,mean_server_to_async_latency_ratio,mean_server_to_async_tpot_ratio,async_first_throughput_ratio,server_first_throughput_ratio,server_first_minus_async_first_throughput_ratio,async_first_latency_ratio,server_first_latency_ratio,server_first_minus_async_first_latency_ratio
off,1,0.0,0.9326144013192886,1.0766484272502665,0.505289306895509,0.9326144013192886,,,1.0766484272502665,,
on,1,,9.927859879501938,0.10073822993778915,0.015065860413295702,9.927859879501938,,,0.10073822993778915,,
