scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,server_to_async_output_tokens_per_second_ratio_median,server_to_async_output_tokens_per_second_ratio_p95,server_to_async_p95_first_event_ms_ratio_median,server_to_async_p95_first_event_ms_ratio_p95,server_to_async_p95_latency_ms_ratio_median,server_to_async_p95_latency_ms_ratio_p95,server_to_async_p95_stream_tpot_ms_ratio_median,server_to_async_p95_stream_tpot_ms_ratio_p95,server_to_async_batch_wall_ms_ratio_median,server_to_async_batch_wall_ms_ratio_p95,async_output_tokens_per_second_median,server_output_tokens_per_second_median,async_p95_first_event_ms_median,server_p95_first_content_ms_median,async_p95_latency_ms_median,server_p95_latency_ms_median,async_p95_stream_tpot_ms_median,server_p95_stream_tpot_ms_median
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,1,3591.46875,0.9885311456976327,0.9885311456976327,1.055370006273914,1.055370006273914,1.0162200934204937,1.0162200934204937,0.47850701252106537,0.47850701252106537,1.0116019149748423,1.0116019149748423,30.317794570149097,29.970084201454952,7944.541071999993,8384.430360999999,8397.477343000048,8533.685209999987,1076.6911577142896,515.2042692857119
shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,1,3593.46875,0.9641017044694467,0.9641017044694467,1.0646708159013898,1.0646708159013898,1.043960004410527,1.043960004410527,0.4946755140743681,0.4946755140743681,1.0372349673941388,1.0372349673941388,31.314170514233577,30.19004516681948,7797.747174999984,8302.03384699999,8114.334013000018,8471.040171999988,1058.0917119999965,523.4120615714265
