pair_id,scenario_id,prompt_profile,request_count,max_new_tokens,repeat_index,async_run_order,server_run_order,prompt_tokens_mean,estimated_peak_sequence_tokens_async,estimated_peak_sequence_tokens_server,async_output_tokens_per_second,server_output_tokens_per_second,server_to_async_output_tokens_per_second_delta,server_to_async_output_tokens_per_second_ratio,async_p95_first_event_ms,server_p95_first_content_ms,server_to_async_p95_first_event_ms_delta,server_to_async_p95_first_event_ms_ratio,async_p95_latency_ms,server_p95_latency_ms,server_to_async_p95_latency_ms_delta,server_to_async_p95_latency_ms_ratio,async_p95_stream_tpot_ms,server_p95_stream_tpot_ms,server_to_async_p95_stream_tpot_ms_delta,server_to_async_p95_stream_tpot_ms_ratio,async_batch_wall_ms,server_batch_wall_ms,server_to_async_batch_wall_ms_delta,server_to_async_batch_wall_ms_ratio
matched_unique_prefix_mega_long_no_repeat_variant_out8_n32_rep00,matched_unique_prefix_mega_long_no_repeat_variant_out8_n32,matched_unique_prefix_mega_long_no_repeat_variant,32,8,0,1,1,3591.46875,115183,115183,33.667670468086364,433.6415518018103,399.9738813337239,12.88005810241192,7256.826296999975,415.01086400000986,-6841.815432999965,0.05718903099163038,7547.932728999996,587.3455320000005,-6960.587196999995,0.07781541689466226,949.1932758571409,24.86581814285874,-924.3274577142821,0.026196791291430502,7603.733683999991,590.3493309999988,-7013.384352999992,0.07763940131704375
shared_prefix_mega_long_no_repeat_variant_out8_n32_rep00,shared_prefix_mega_long_no_repeat_variant_out8_n32,shared_prefix_mega_long_no_repeat_variant,32,8,0,0,0,3593.46875,115247,115247,33.03066399614758,372.6460863782216,339.61542238207403,11.281822442978557,7274.227165000013,588.7297280000041,-6685.497437000009,0.08093364623429423,7709.879561000008,684.3742439999971,-7025.505317000011,0.08876588000957443,984.9831762857174,13.913756714288184,-971.0694195714292,0.014125882603148314,7750.374017000013,686.978904,-7063.395113000013,0.08863816152525673
