phase_order,prompt_profile,request_count,max_new_tokens,trial_count,prompt_tokens_mean,estimated_prompt_tokens,on_server_gpu_kv_cache_size_tokens_mean,estimated_prompt_token_pressure_ratio,on_server_max_concurrency_for_request_mean,max_num_batched_tokens_mean,throughput_ratio_mean,p95_latency_ratio_mean,p95_first_content_ratio_mean,p95_stream_tpot_ratio_mean,on_prefix_cache_hit_rate_pct_mean,on_prefix_cache_queries_mean,on_prefix_cache_hits_mean
async_first,matched_unique_prefix_mega_long_no_repeat_variant,16,8,1,3588.0625,57409.0,158624.0,0.3619187512608433,43.48,60640.0,1.0564077864534405,0.9470114857601656,0.9691090028836618,0.5237318495932229,0.4180529185319375,57409.0,240.0
async_first,matched_unique_prefix_mega_long_no_repeat_variant,40,8,1,3592.35,143694.0,158624.0,0.9058780512406698,43.48,60640.0,1.032297878537622,0.9687443900479645,0.9720125336790351,1.039438271654124,0.4342561276044929,143694.0,624.0
async_first,shared_prefix_mega_long_no_repeat_variant,16,8,1,3592.3125,57477.0,158145.0,0.3634449397704638,43.48,60640.0,6.27754232946331,0.1585549927547931,0.1269619846006579,0.9835081737999077,93.11550707239418,57477.0,53520.0
async_first,shared_prefix_mega_long_no_repeat_variant,40,8,1,3593.6,143744.0,158145.0,0.9089379999367669,43.48,60640.0,8.447282392794687,0.11799820538821591,0.10157049049321458,0.028761723158569407,96.98352626892253,143744.0,139408.0
