scenario_id,prompt_profile,request_count,max_new_tokens,pairs,prompt_tokens_mean,server_to_async_output_tokens_per_second_ratio_median,server_to_async_output_tokens_per_second_ratio_p95,server_to_async_p95_first_event_ms_ratio_median,server_to_async_p95_first_event_ms_ratio_p95,server_to_async_p95_latency_ms_ratio_median,server_to_async_p95_latency_ms_ratio_p95,server_to_async_p95_stream_tpot_ms_ratio_median,server_to_async_p95_stream_tpot_ms_ratio_p95,server_to_async_batch_wall_ms_ratio_median,server_to_async_batch_wall_ms_ratio_p95,async_output_tokens_per_second_median,server_output_tokens_per_second_median,async_p95_first_event_ms_median,server_p95_first_content_ms_median,async_p95_latency_ms_median,server_p95_latency_ms_median,async_p95_stream_tpot_ms_median,server_p95_stream_tpot_ms_median
short_out32_n1,short,1,32,3,44.0,0.9660926366596211,1.4190616708416093,1.0642774593643176,1.3037778081658289,1.0342053538533544,1.3610605459680472,1.0320313916314423,1.3648790767232315,1.035097424463991,1.3617333399018319,35.415314883003994,36.591964860315294,56.94265199997517,62.280450999992354,903.3160550000048,873.5127340000304,27.318168225805962,26.222901709678396
short_out32_n2,short,2,32,3,43.5,1.0421059213642698,1.589188399008448,1.1892481019651033,1.2013945981703191,0.9589076371060886,1.0889835032862003,0.9557252025407715,1.076009986277249,0.9595953535038483,1.0897824194713985,66.05317475631242,68.83440453846208,82.43277700000817,99.03429299998834,968.6234180000213,928.8203930000236,28.911066483871192,27.631034870967508
short_out32_n4,short,4,32,3,43.25,1.1607228093893742,1.1736043267975342,1.1637152003152837,1.4076823304593313,0.8615899173662088,1.1641683655304516,0.8974526139390843,1.1322393700785651,0.8615321348996956,1.1648319934215434,128.5164395854969,142.72544120405607,89.28008500001283,103.89659199995549,994.8467220000055,895.8640719999948,28.281586548387388,26.38432729032326
short_out32_n8,short,8,32,3,45.25,1.5623162820693393,1.6433160125661368,1.1559642912288135,1.249471370509464,0.6400332444105906,0.9355421208948591,0.6068606405043538,0.9136763456580222,0.6400752597133963,0.9361032666265086,181.4217265113563,283.43811724982265,93.80574799999408,111.03389599998081,1409.5807129999969,902.1785169999816,43.539198258064324,26.422225741934962
